Trans name,Altamaha_PP48_000107-4_p08
C7H8O1N4,9
C1H4O_1S1,9
C7H12O1S1,9
C2H4O2,9
CH3NO,8
C2H_2O2,8
C2H3N_1O2,8
H2O3,8
C4H2,8
glyoxylate (-H2O),8
H4O3,8
C3O2,7
C12H8S2,7
C3H8O1,7
C3H1N1O_1,7
C4H12O_1,7
H1N1O1,7
C2H6O3,7
O_1H4N2,7
C4O2,6
C1H4O3,6
C2H6O2,6
C2H4O2S2,6
H_2N_2O2,6
C3H3N1O_1,6
C10H11N5,5
C5H2O1N4,5
C3H7N1,5
adenosine (-H2O),5
C2H7N1,5
C9H11O2N3,5
C5H4O1N4,5
C2H6O3S2,5
H_1N1O2,5
C2H4O3S2,4
C2H6S1,4
C5H4,4
H2N2O_1,4
C4O,4
H_2S1C1,4
C3H7N1O_1,4
C1H1O1N1,4
C13H6N2O4,4
biotinyl (-H),4
CO3,4
C4H6O2,4
C5H10O1,4
C2H2O2,4
Glycine,4
H6N2O_1,4
C2H2O2S_1,4
C3H3N,4
S2O32-,4
C7H4O4S1,4
C6H6O1N4,4
C3O3,3
acetotacetate_(_H2O)_C4H4O2,3
C5H10N4,3
C5H5N_1O1,3
C3H6O3,3
C10H16O8,3
C5H6O1,3
C1H2O_1N2,3
C4H5N1O_1,3
C6H4O2,3
C4H4O1,3
C3H4O2,3
C4H9N1O_2,3
C5H8,3
CH_2O3,3
C3H2O2,3
C2H5N1O1,3
C1H2O3,3
H1O2N1,3
O1S1,3
C2O3,3
CH2O4,3
C5H6O3,3
C5H2N4,3
C4H8O1,3
C2H2O3,3
C3H6O2,3
C10H11O_1N5,3
C7H5N1O3,2
C6H8N4O1,2
C10H7N1O3,2
C7H3N3O4,2
C7H9O2N5,2
C7H7N5O1,2
guanosine (-H2O),2
C7H9O3N3,2
C8H13N3O2,2
H2O4,2
C6H4O1,2
C3H8O3,2
C5H2O_1N4,2
C6H14O1,2
C3H8O4,2
C1H3N1O2,2
C6H10O1,2
C4H6O1S1,2
C3H3N1O1,2
C4H6O1,2
malonyl_group_(_H2O)_C3H2O3,2
C6O2,2
C1H1N_1O3S2,2
C3H5N1O_1,2
C6H14,2
C3H4O3,2
C4H8O2,2
Alanine,2
C4H4O4,2
C5H8O3,2
C2H3N_1O3S2,2
C2H5N1,2
C4H10O,2
C2H5N1O2,2
C2H4O3,2
C5H2O,2
C10H16N2O4,2
C2H3N,2
C4H8O4,2
C9H11O1N5,2
C12H10N2O2,2
C5H6O4,2
C4H2O2,2
C5H8O1,2
C6H3N1O3S1,2
C12H20O10,1
C12_C13,1
H_3N_3O3,1
Tryptophan,1
C6H14O2N4,1
C7H1N1O3,1
C10H10O2N2,1
C9H13O2N3,1
C8H10N2O2S1,1
C8H13N3O3,1
guanine (-H),1
C5H10O5,1
Arginine,1
C7H1N_1O1,1
C7H4,1
C4H7N1,1
C3H7N1O2,1
C2H2O4,1
C2H6O4,1
C1H5O_1N1S1e1,1
C5H4O2,1
C4H3N1,1
C4H2O,1
C4H5N1,1
O2S1,1
O4,1
C4H2O3,1
C5H6O2,1
C4H4O3,1
erythose (-H2O),1
C1H2N2O1,1
C2H7O1N1,1
C1H7N3,1
C7H4O1,1
C4H8O3,1
C3H6O4,1
C7H8O1,1
C5H2O3,1
C7H5N1O_3,1
C2H4N2,1
cytosine (-H),1
C6H6O2,1
C7H10O1,1
C3H1N3O2,1
C6H8O2,1
C8H16,1
C1O_1N2,1
N2,1
C3H2N2O_1,1
O_2S2,1
H1O3,1
C4H2O4,1
C5H8O1S1,1
C4H7O3N1,1
C3H2O5,1
C1H2N2,1
C2H5N,1
C8H6O1,1
C9H10,1
C8H8O1,1
C6H4O3,1
C6H6O3,1
uridine (-H2O),1
C8H10N2O6,1
C10H12N5O3,1
C6H5O_1N5,1
C7H3N1O2,1
adenine (-H),1
C4H9N1O2S1,1
C11H9N1O3,1
C10H13N5,1
C10H10O3N2,1
C12H11O4,1
C7H7N1O2,1
Histidine,1
C7H6O3,1
C10H10O1,1
C6H7N1O4,1
C7H11O3N1,1
C11H14N2O7,1
neugc_C11H17N1O9,1
C19H20N1O3,1
C20H18O2N2,1
C15H16O8,1
C9H9N1O3,1
C14H10O2S2,1
C5H4O1,1
C6H8,1
C5H9N1,1
C6H4,1
O3S1,1
C2H1N1O2,1
C2H3N1O2,1
