Sample,Mass_x,Mass_y,Dist,Dist_plus,Dist_minus,Trans_name
Altamaha_SW48_000107-4_p08,573.090788,573.066987,0.023800999999934902,0.0238109999999349,0.023790999999934902,H2N1O_1
Altamaha_SW48_000107-4_p08,205.051012,205.014632,0.03637999999997987,0.036389999999979876,0.03636999999997987,CH4_O
Altamaha_SW48_000107-4_p08,205.087396,205.051012,0.03638400000002662,0.03639400000002662,0.036374000000026614,CH4_O
Altamaha_SW48_000107-4_p08,207.066677,207.030299,0.03637799999998492,0.036387999999984925,0.03636799999998492,CH4_O
Altamaha_SW48_000107-4_p08,207.103064,207.066677,0.03638699999999062,0.036396999999990624,0.03637699999999062,CH4_O
Altamaha_SW48_000107-4_p08,221.045973,221.009593,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-4_p08,221.082357,221.045973,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,227.092952,227.056566,0.036385999999993146,0.03639599999999315,0.03637599999999314,CH4_O
Altamaha_SW48_000107-4_p08,229.072222,229.035844,0.036378000000013344,0.03638800000001335,0.03636800000001334,CH4_O
Altamaha_SW48_000107-4_p08,233.11881,233.082436,0.03637399999999502,0.036383999999995024,0.03636399999999502,CH4_O
Altamaha_SW48_000107-4_p08,233.155182,233.11881,0.03637200000000007,0.036382000000000074,0.03636200000000007,CH4_O
Altamaha_SW48_000107-4_p08,235.098082,235.061702,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-4_p08,237.077341,237.040963,0.03637799999998492,0.036387999999984925,0.03636799999998492,CH4_O
Altamaha_SW48_000107-4_p08,239.056636,239.020255,0.03638100000000577,0.03639100000000577,0.03637100000000577,CH4_O
Altamaha_SW48_000107-4_p08,241.072278,241.035894,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,243.124291,243.087921,0.03637000000000512,0.036380000000005124,0.03636000000000512,CH4_O
Altamaha_SW48_000107-4_p08,243.160677,243.124291,0.036385999999993146,0.03639599999999315,0.03637599999999314,CH4_O
Altamaha_SW48_000107-4_p08,245.103617,245.067233,0.03638400000002662,0.03639400000002662,0.036374000000026614,CH4_O
Altamaha_SW48_000107-4_p08,247.061751,247.025362,0.03638899999998557,0.036398999999985575,0.03637899999998557,CH4_O
Altamaha_SW48_000107-4_p08,249.041026,249.004654,0.03637200000000007,0.036382000000000074,0.03636200000000007,CH4_O
Altamaha_SW48_000107-4_p08,249.077408,249.041026,0.036382000000003245,0.03639200000000325,0.03637200000000324,CH4_O
Altamaha_SW48_000107-4_p08,255.088,255.051622,0.03637799999998492,0.036387999999984925,0.03636799999998492,CH4_O
Altamaha_SW48_000107-4_p08,257.067275,257.030903,0.03637199999997165,0.03638199999997165,0.036361999999971646,CH4_O
Altamaha_SW48_000107-4_p08,259.082932,259.046545,0.036387000000047465,0.03639700000004747,0.03637700000004746,CH4_O
Altamaha_SW48_000107-4_p08,259.098167,259.061789,0.036378000000013344,0.03638800000001335,0.03636800000001334,CH4_O
Altamaha_SW48_000107-4_p08,261.113844,261.07746,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,265.108772,265.072398,0.0363739999999666,0.0363839999999666,0.0363639999999666,CH4_O
Altamaha_SW48_000107-4_p08,267.160793,267.124412,0.03638100000000577,0.03639100000000577,0.03637100000000577,CH4_O
Altamaha_SW48_000107-4_p08,269.049595,269.013211,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,269.103676,269.0673,0.036376000000018394,0.0363860000000184,0.03636600000001839,CH4_O
Altamaha_SW48_000107-4_p08,269.176478,269.140099,0.036378999999953976,0.03638899999995398,0.03636899999995397,CH4_O
Altamaha_SW48_000107-4_p08,273.044479,273.008099,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-4_p08,273.077506,273.041123,0.03638300000000072,0.03639300000000072,0.03637300000000072,CH4_O
Altamaha_SW48_000107-4_p08,275.060144,275.023768,0.03637599999996155,0.03638599999996155,0.03636599999996155,CH4_O
Altamaha_SW48_000107-4_p08,275.093151,275.056774,0.036376999999959025,0.03638699999995903,0.03636699999995902,CH4_O
Altamaha_SW48_000107-4_p08,275.165853,275.129474,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,277.072443,277.03606,0.03638300000000072,0.03639300000000072,0.03637300000000072,CH4_O
Altamaha_SW48_000107-4_p08,281.103711,281.067338,0.036372999999969124,0.03638299999996913,0.03636299999996912,CH4_O
Altamaha_SW48_000107-4_p08,285.135091,285.098709,0.036382000000003245,0.03639200000000325,0.03637200000000324,CH4_O
Altamaha_SW48_000107-4_p08,287.056852,287.020466,0.036385999999993146,0.03639599999999315,0.03637599999999314,CH4_O
Altamaha_SW48_000107-4_p08,287.07794,287.041564,0.036376000000018394,0.0363860000000184,0.03636600000001839,CH4_O
Altamaha_SW48_000107-4_p08,287.114323,287.07794,0.03638300000000072,0.03639300000000072,0.03637300000000072,CH4_O
Altamaha_SW48_000107-4_p08,287.129594,287.09321,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,288.088478,288.0521,0.036378000000013344,0.03638800000001335,0.03636800000001334,CH4_O
Altamaha_SW48_000107-4_p08,289.075847,289.039467,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-4_p08,289.108848,289.07247,0.036378000000013344,0.03638800000001335,0.03636800000001334,CH4_O
Altamaha_SW48_000107-4_p08,291.088113,291.051734,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,291.124491,291.088113,0.0363779999999565,0.036387999999956504,0.0363679999999565,CH4_O
Altamaha_SW48_000107-4_p08,292.083341,292.046962,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,293.067415,293.031036,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,293.176523,293.140134,0.03638899999998557,0.036398999999985575,0.03637899999998557,CH4_O
Altamaha_SW48_000107-4_p08,294.062651,294.026269,0.036382000000003245,0.03639200000000325,0.03637200000000324,CH4_O
Altamaha_SW48_000107-4_p08,295.09431,295.057938,0.03637200000002849,0.036382000000028496,0.03636200000002849,CH4_O
Altamaha_SW48_000107-4_p08,299.11437,299.077986,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,301.036147,300.99977,0.03637700000001587,0.03638700000001587,0.036367000000015866,CH4_O
Altamaha_SW48_000107-4_p08,301.039496,301.003125,0.036370999999974174,0.03638099999997418,0.03636099999997417,CH4_O
Altamaha_SW48_000107-4_p08,301.108921,301.072543,0.036378000000013344,0.03638800000001335,0.03636800000001334,CH4_O
Altamaha_SW48_000107-4_p08,303.051814,303.015428,0.036385999999993146,0.03639599999999315,0.03637599999999314,CH4_O
Altamaha_SW48_000107-4_p08,303.055168,303.018779,0.03638899999998557,0.036398999999985575,0.03637899999998557,CH4_O
Altamaha_SW48_000107-4_p08,303.124559,303.088182,0.036376999999959025,0.03638699999995903,0.03636699999995902,CH4_O
Altamaha_SW48_000107-4_p08,305.067442,305.031054,0.03638800000004494,0.03639800000004494,0.03637800000004494,CH4_O
Altamaha_SW48_000107-4_p08,305.103827,305.067442,0.03638499999999567,0.036394999999995674,0.03637499999999567,CH4_O
Altamaha_SW48_000107-4_p08,305.140211,305.103827,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,307.119507,307.083125,0.036382000000003245,0.03639200000000325,0.03637200000000324,CH4_O
Altamaha_SW48_000107-4_p08,308.114752,308.078373,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,309.098734,309.062363,0.036370999999974174,0.03638099999997418,0.03636099999997417,CH4_O
Altamaha_SW48_000107-4_p08,310.093972,310.057585,0.03638699999999062,0.036396999999990624,0.03637699999999062,CH4_O
Altamaha_SW48_000107-4_p08,311.041666,311.005288,0.036378000000013344,0.03638800000001335,0.03636800000001334,CH4_O
Altamaha_SW48_000107-4_p08,311.096605,311.060226,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,311.114395,311.078016,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,313.072535,313.036148,0.03638699999999062,0.036396999999990624,0.03637699999999062,CH4_O
Altamaha_SW48_000107-4_p08,313.093692,313.057312,0.03637999999995145,0.036389999999951454,0.03636999999995145,CH4_O
Altamaha_SW48_000107-4_p08,313.130063,313.093692,0.03637100000003102,0.03638100000003102,0.036361000000031014,CH4_O
Altamaha_SW48_000107-4_p08,315.072954,315.036575,0.036378999999953976,0.03638899999995398,0.03636899999995397,CH4_O
Altamaha_SW48_000107-4_p08,317.107207,317.070822,0.03638499999999567,0.036394999999995674,0.03637499999999567,CH4_O
Altamaha_SW48_000107-4_p08,317.17664,317.140262,0.036378000000013344,0.03638800000001335,0.03636800000001334,CH4_O
Altamaha_SW48_000107-4_p08,319.094449,319.058069,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-4_p08,319.10427,319.067894,0.03637599999996155,0.03638599999996155,0.03636599999996155,CH4_O
Altamaha_SW48_000107-4_p08,321.062432,321.026042,0.03638999999998305,0.03639999999998305,0.036379999999983044,CH4_O
Altamaha_SW48_000107-4_p08,321.110081,321.073702,0.036378999999953976,0.03638899999995398,0.03636899999995397,CH4_O
Altamaha_SW48_000107-4_p08,321.171593,321.135204,0.03638899999998557,0.036398999999985575,0.03637899999998557,CH4_O
Altamaha_SW48_000107-4_p08,322.094087,322.057702,0.03638499999999567,0.036394999999995674,0.03637499999999567,CH4_O
Altamaha_SW48_000107-4_p08,324.146067,324.109683,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,325.072619,325.036248,0.036370999999974174,0.03638099999997418,0.03636099999997417,CH4_O
Altamaha_SW48_000107-4_p08,325.075977,325.039597,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-4_p08,325.112364,325.075977,0.03638699999999062,0.036396999999990624,0.03637699999999062,CH4_O
Altamaha_SW48_000107-4_p08,327.145769,327.109393,0.03637599999996155,0.03638599999996155,0.03636599999996155,CH4_O
Altamaha_SW48_000107-4_p08,329.067558,329.031181,0.03637700000001587,0.03638700000001587,0.036367000000015866,CH4_O
Altamaha_SW48_000107-4_p08,329.103943,329.067558,0.03638499999999567,0.036394999999995674,0.03637499999999567,CH4_O
Altamaha_SW48_000107-4_p08,329.107253,329.070867,0.036385999999993146,0.03639599999999315,0.03637599999999314,CH4_O
Altamaha_SW48_000107-4_p08,330.156748,330.120376,0.03637199999997165,0.03638199999997165,0.036361999999971646,CH4_O
Altamaha_SW48_000107-4_p08,331.119567,331.083184,0.03638300000000072,0.03639300000000072,0.03637300000000072,CH4_O
Altamaha_SW48_000107-4_p08,332.099637,332.063252,0.03638499999999567,0.036394999999995674,0.03637499999999567,CH4_O
Altamaha_SW48_000107-4_p08,335.187268,335.150896,0.03637200000002849,0.036382000000028496,0.03636200000002849,CH4_O
Altamaha_SW48_000107-4_p08,338.089053,338.052678,0.036374999999964075,0.03638499999996408,0.03636499999996407,CH4_O
Altamaha_SW48_000107-4_p08,339.073036,339.036659,0.03637700000001587,0.03638700000001587,0.036367000000015866,CH4_O
Altamaha_SW48_000107-4_p08,339.164394,339.12801,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-4_p08,343.046813,343.010428,0.03638499999999567,0.036394999999995674,0.03637499999999567,CH4_O
Altamaha_SW48_000107-4_p08,343.067977,343.03159,0.03638699999999062,0.036396999999990624,0.03637699999999062,CH4_O
Altamaha_SW48_000107-4_p08,343.119629,343.083249,0.03637999999995145,0.036389999999951454,0.03636999999995145,CH4_O
Altamaha_SW48_000107-4_p08,345.062498,345.026121,0.03637700000001587,0.03638700000001587,0.036367000000015866,CH4_O
Altamaha_SW48_000107-4_p08,347.081466,347.045095,0.036370999999974174,0.03638099999997418,0.03636099999997417,CH4_O
Altamaha_SW48_000107-4_p08,347.099286,347.062911,0.03637500000002092,0.03638500000002092,0.036365000000020915,CH4_O
Altamaha_SW48_000107-4_p08,347.15093,347.114551,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-4_p08,349.130193,349.093819,0.03637400000002344,0.036384000000023446,0.03636400000002344,CH4_O
