Sample,Mass_x,Mass_y,Dist,Dist_plus,Dist_minus,Trans_name
Altamaha_SW48_000107-3_p08,201.077148,201.04077,0.03637799999998492,0.036387999999984925,0.03636799999998492,CH4_O
Altamaha_SW48_000107-3_p08,201.113523,201.077148,0.0363749999999925,0.0363849999999925,0.036364999999992494,CH4_O
Altamaha_SW48_000107-3_p08,207.066603,207.030219,0.036383999999998196,0.0363939999999982,0.03637399999999819,CH4_O
Altamaha_SW48_000107-3_p08,209.082249,209.04586,0.03638899999998557,0.036398999999985575,0.03637899999998557,CH4_O
Altamaha_SW48_000107-3_p08,225.077237,225.040857,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-3_p08,229.108532,229.072149,0.03638300000000072,0.03639300000000072,0.03637300000000072,CH4_O
Altamaha_SW48_000107-3_p08,229.144909,229.108532,0.03637700000001587,0.03638700000001587,0.036367000000015866,CH4_O
Altamaha_SW48_000107-3_p08,231.066687,231.030298,0.036389000000013993,0.036399000000014,0.03637900000001399,CH4_O
Altamaha_SW48_000107-3_p08,231.087807,231.051437,0.03637000000000512,0.036380000000005124,0.03636000000000512,CH4_O
Altamaha_SW48_000107-3_p08,233.045955,233.009565,0.03638999999998305,0.03639999999998305,0.036379999999983044,CH4_O
Altamaha_SW48_000107-3_p08,233.082344,233.045955,0.036389000000013993,0.036399000000014,0.03637900000001399,CH4_O
Altamaha_SW48_000107-3_p08,235.061608,235.025228,0.036380000000008295,0.0363900000000083,0.03637000000000829,CH4_O
Altamaha_SW48_000107-3_p08,237.077264,237.04088,0.03638400000002662,0.03639400000002662,0.036374000000026614,CH4_O
Altamaha_SW48_000107-3_p08,237.113644,237.077264,0.03637999999997987,0.036389999999979876,0.03636999999997987,CH4_O
Altamaha_SW48_000107-3_p08,239.092929,239.05655,0.03637900000001082,0.03638900000001082,0.036369000000010816,CH4_O
Altamaha_SW48_000107-3_p08,239.129316,239.092929,0.03638699999999062,0.036396999999990624,0.03637699999999062,CH4_O
Altamaha_SW48_000107-3_p08,241.108572,241.072183,0.036389000000013993,0.036399000000014,0.03637900000001399,CH4_O
Altamaha_SW48_000107-3_p08,243.087841,243.051465,0.03637599999998997,0.036385999999989975,0.03636599999998997,CH4_O
Altamaha_SW48_000107-3_p08,249.077319,249.040942,0.03637699999998745,0.03638699999998745,0.036366999999987444,CH4_O
Altamaha_SW48_000107-3_p08,249.113702,249.077319,0.03638300000000072,0.03639300000000072,0.03637300000000072,CH4_O
Altamaha_SW48_000107-3_p08,253.072235,253.035859,0.036376000000018394,0.0363860000000184,0.03636600000001839,CH4_O
Altamaha_SW48_000107-3_p08,253.108613,253.072235,0.03637799999998492,0.036387999999984925,0.03636799999998492,CH4_O
Altamaha_SW48_000107-3_p08,255.051532,255.01515,0.036382000000003245,0.03639200000000325,0.03637200000000324,CH4_O
Altamaha_SW48_000107-3_p08,257.067173,257.030796,0.03637700000001587,0.03638700000001587,0.036367000000015866,CH4_O
Altamaha_SW48_000107-3_p08,257.139914,257.103529,0.03638499999999567,0.036394999999995674,0.03637499999999567,CH4_O
