Trans name,Altamaha_PP48_000107-3_p08
C4H5N1,2
CH_2O3,2
C4H2O3,2
C6H5N1O_1,2
C3H4O3,2
C5H8O1S1,2
C4H4O4,2
H1O3S1,2
Methionine,2
C3H6O3,2
C6H14O2N4,2
C8H15N1O3,2
C10H15O2N1,2
C3H4N2O_1,2
C6H10O3S1,2
C6H9N1O4,2
C7H3N3O4,2
C9H11O2N3,2
C3H4O4,2
C6H8N4O1,2
C6H4O1,2
O1S1,2
C1H5N1O_1S1,2
C5H4O1,2
C3H6O4,2
C7H8O3,2
Serine,1
H_1N_1O3S2,1
C3H3N_1O4,1
C5H3N1O1,1
C4H3N3,1
C2H4O4,1
C7H1N_1O1,1
C6H4O3,1
C6H5N3,1
C9H10,1
C8H6O1,1
Asparagine,1
C22H18N2O4,1
C6H11O5,1
C6H11N3O2,1
C8H16,1
H_2S1C1,1
C6H6O2,1
C3H8O4,1
Cysteine,1
C5H10O2,1
C1H_1O2,1
C1H2N2,1
C6H14,1
CHO,1
H3C2,1
C4H5N1O2,1
C6H8O2,1
C10H10O1,1
C10H8O1,1
C5H8N2O3,1
C6H9N1O3,1
C10H6O1,1
C4H8O5,1
C4H9N1O2S1,1
adenine (-H),1
C5H2O1N4,1
C5H9O4,1
C8H13N3O3,1
C7H9O2N5,1
C8H8O1,1
C7H13N3O3,1
C10H24N4O_1,1
C7H7N5O1,1
C9H7N1O3,1
C_1H1N1O_2S1,1
C6H14O1N2,1
C6H10O3,1
Glutamine,1
C8H14O1,1
C6H6O3,1
C4H3N3O2,1
C9H5N1O3,1
C10H7N1O3,1
C5H10O1,1
C3H3N1O2,1
C5H9N1,1
H2O3S1,1
C5H7N1,1
C2H_1O_1N1S1,1
primary amine,1
tertiary amine,1
C3H7,1
O3S1,1
C5H3N1,1
C3H7O1N1,1
C10H12O1,1
C5H5N_1O1,1
H1C2N3,1
C4H3N1,1
C1H1O2F1,1
urea addition (-H),1
C1H_1o1,1
C21H24N2O2,1
C10H15N3O6S1,1
C19H22O1N2,1
C17H17N1O3,1
C14H15O5N1,1
C10H15O6N1,1
C6H5O1N4,1
C5H13O_1N1,1
