Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Altamaha_PP48_000107-2_p08
121.772206233365,0,0,0,0,0,0,0,0,,None,122.779482700245,0,0,1026331.2
122.375273059138,0,0,0,0,0,0,0,0,,None,123.382549526018,0,0,1064993.9
122.444897923865,0,0,0,0,0,0,0,0,,None,123.452174390745,0,0,1085577.6
122.844745148176,0,0,0,0,0,0,0,0,,None,123.852021615056,0,0,1035736.3
123.318651231395,0,0,0,0,0,0,0,0,,None,124.325927698275,0,0,1038948.3
123.917537076836,0,0,0,0,0,0,0,0,,None,124.924813543716,0,0,1028599.7
124.002594913219,0,0,0,0,0,0,0,0,,None,125.009871380099,0,0,1098876.3
124.13448665969,0,0,0,0,0,0,0,0,,None,125.14176312657,0,0,1025976
124.19338154655,0,0,0,0,0,0,0,0,,None,125.20065801343,0,0,1078657
124.194949543538,0,0,0,0,0,0,0,0,,None,125.202226010418,0,0,1158641.3
124.235178466281,0,0,0,0,0,0,0,0,,None,125.242454933161,0,0,1055287.5
124.237165462466,0,0,0,0,0,0,0,0,,None,125.244441929346,0,0,1156823.8
124.23788746108,0,0,0,0,0,0,0,0,,None,125.24516392796,0,0,1108775.9
124.24099645511,0,0,0,0,0,0,0,0,,None,125.24827292199,0,0,1163432.4
124.243658449999,0,0,0,0,0,0,0,0,,None,125.250934916879,0,0,1060200.8
124.24657944439,0,0,0,0,0,0,0,0,,None,125.25385591127,0,0,1134889.3
124.251410435115,0,0,0,0,0,0,0,0,,None,125.258686901995,0,0,1124634
124.253511431081,0,0,0,0,0,0,0,0,,None,125.260787897961,0,0,1619050.3
124.254107429936,0,0,0,0,0,0,0,0,,None,125.261383896816,0,0,1248922.4
124.255467427325,0,0,0,0,0,0,0,0,,None,125.262743894205,0,0,1091266.6
124.256906424563,0,0,0,0,0,0,0,0,,None,125.264182891443,0,0,1109050.8
124.265490408083,0,0,0,0,0,0,0,0,,None,125.272766874963,0,0,1263660.1
124.26872640187,0,0,0,0,0,0,0,0,,None,125.27600286875,0,0,1084956.6
124.270757397971,0,0,0,0,0,0,0,0,,None,125.278033864851,0,0,1105549
