Mass,Abundance,C,H,O,N,C13,S,P,Na,Error_ppm,Candidates,CalMass,AlignMasses,NeutralMass,sn,resolution,rel_abu,peak_index
139.569737,1131854.1,0,0,0,0,0,0,0,0,0,0,139.569626440022,139.569626440022,140.576902906902,7.76,746013.1,0.00546357613016959,143
139.608114,1470432,0,0,0,0,0,0,0,0,0,0,139.608003289411,139.608003289411,140.615279756291,10.84,685800.4,0.007097926469708,144
139.622578,1059238.8,0,0,0,0,0,0,0,0,0,0,139.622467232635,139.622467232635,140.629743699515,7.1,917264.3,0.00511305460997975,145
139.624339,1065991.6,0,0,0,0,0,0,0,0,0,0,139.624228225723,139.624228225723,140.631504692603,7.17,758600.1,0.00514565106997561,146
139.630798,1083690.6,0,0,0,0,0,0,0,0,0,0,139.630687200367,139.630687200367,140.637963667247,7.33,752284.6,0.00523108596297805,147
139.640913,1171311.4,0,0,0,0,0,0,0,0,0,0,139.640802160657,139.640802160657,140.648078627537,8.12,839703,0.00565404057469555,148
139.672048,1114221.9,0,0,0,0,0,0,0,0,0,0,139.671937038408,139.671937038408,140.679213505288,7.6,436393.5,0.00537846368763624,149
139.692832,1051143.6,0,0,0,0,0,0,0,0,0,0,139.692720956786,139.692720956786,140.699997423666,7.03,577769.7,0.0050739782471438,150
139.750751,1067778.8,0,0,0,0,0,0,0,0,0,0,139.750639729264,139.750639729264,140.757916196144,7.18,776706.3,0.00515427806815483,151
139.814198,1065984.5,0,0,0,0,0,0,0,0,0,0,139.814086479918,139.814086479918,140.821362946798,7.16,698116.4,0.00514561679754551,152
139.815348,1069377,0,0,0,0,0,0,0,0,0,0,139.815236475397,139.815236475397,140.822512942277,7.2,813459.3,0.00516199274389902,153
139.818468,1160738.5,0,0,0,0,0,0,0,0,0,0,139.818356463133,139.818356463133,140.825632930013,8.02,717728.6,0.00560300409917572,154
140.184457,1080367.3,0,0,0,0,0,0,0,0,0,0,140.184344022547,140.184344022547,141.191620489427,7.29,732883.4,0.00521504405214043,155
142.101558,1084276.3,0,0,0,0,0,0,0,0,0,0,142.101437415613,142.101437415613,143.108713882493,7.3,721284.2,0.00523391319710606,156
142.788353,1080205.3,0,0,0,0,0,0,0,0,0,0,142.788229665869,142.788229665869,143.795506132749,7.24,562673.7,0.00521426206148184,157
142.926302,1105075.1,0,0,0,0,0,0,0,0,0,0,142.926178112012,142.926178112012,143.933454578892,7.47,744901.6,0.00533431114346343,158
143.4685,1143400,0,0,0,0,0,0,0,0,0,0,143.468373930142,143.468373930142,144.475650397022,7.81,652337.5,0.00551930937674379,159
144.590231,1087566.3,0,0,0,0,0,0,0,0,0,0,144.590100391158,144.590100391158,145.597376858038,7.3,766114.2,0.00524979436541941,160
144.869938,1167265.4,0,0,0,0,0,0,0,0,0,0,144.869806254143,144.869754614072,145.877031080952,8,762751.3,0.00563451011664211,161
145.219802,1186042.4,0,0,0,0,0,0,0,0,0,0,145.219668829036,145.219668829036,146.226945295916,8.17,881245.4,0.00572514862649616,162
145.292539,1088993,0,0,0,0,0,0,0,0,0,0,145.292405532352,145.292405532352,146.299681999232,7.29,757635.3,0.00525668119302812,163
146.320595,1107431.6,0,0,0,0,0,0,0,0,0,0,146.320457324283,146.320457324283,147.327733791163,7.45,619343.7,0.00534568621128422,164
146.594105,1064539.5,0,0,0,0,0,0,0,0,0,0,146.593966200129,146.593966200129,147.601242667009,7.05,741479.3,0.005138641633955,165
147.117436,1120024.1,0,0,0,0,0,0,0,0,0,0,147.117295043823,147.117295043823,148.124571510703,7.54,736525.6,0.00540647150368115,166
147.858879,1072694.9,0,0,0,0,0,0,0,0,0,0,147.858734976848,147.858734976848,148.866011443728,7.11,399929.6,0.00517800858838136,167
149.304531,1137650.3,0,0,0,0,0,0,0,0,0,0,149.304380957067,149.304380957067,150.311657423947,7.67,651789,0.0054915549835975,168
150.233313,1066236.6,0,0,0,0,0,0,0,0,0,0,150.233159062178,150.233159062178,151.240435529058,7.03,541777.9,0.00514683371016916,169
151.52816,1091355.5,0,0,0,0,0,0,0,0,0,0,151.528000597052,151.528000597052,152.535277063932,7.22,560390.2,0.0052680852234659,170
152.079388,1080118.3,0,0,0,0,0,0,0,0,0,0,152.079226258253,152.079226258253,153.086502725133,7.12,696751.1,0.00521384210353556,171
153.140925,1131734.9,0,0,0,0,0,0,0,0,0,0,153.140758733962,153.140758733962,154.148035200842,7.56,599463.9,0.00546300073951215,172
153.370816,1091387.1,0,0,0,0,0,0,0,0,0,0,153.370648750674,153.370648750674,154.377925217554,7.19,694026.6,0.00526823775991535,173
156.746547,1091799,0,0,0,0,0,0,0,0,0,0,156.746365172365,156.746365172365,157.753641639245,7.16,647498.4,0.00527022604357136,174
157.664055,1091368.1,0,0,0,0,0,0,0,0,0,0,157.663869165915,157.663869165915,158.671145632795,7.13,570923.6,0.00526814604496157,175
157.777324,1218601.4,0,0,0,0,0,0,0,0,0,0,157.777137670029,157.777137670029,158.784414136909,8.26,627873.1,0.00588231426756438,176
158.174166,1088269.8,0,0,0,0,0,0,0,0,0,0,158.17397793048,158.17397793048,159.18125439736,7.1,513258.1,0.00525319023226088,177
158.248482,1195576.5,0,0,0,0,0,0,0,0,0,0,158.248293604338,158.248293604338,159.255570071218,8.05,624590.7,0.00577117070759535,178
159.404843,1131407.8,0,0,0,0,0,0,0,0,0,0,159.404649514292,159.404649514292,160.411925981172,7.45,627513.9,0.0054614217941762,179
159.840786,1157448.8,0,0,0,0,0,0,0,0,0,0,159.840590587991,159.840590587991,160.847867054871,7.68,699150.8,0.00558712437899322,180
160.841949,2246786,0,0,0,0,0,0,0,0,0,0,160.841749149088,160.841713420344,161.848989887224,17.29,909897.1,0.0108454670608157,181
160.842332,6887298,0,0,0,0,0,0,0,0,0,0,160.842132147386,160.842054718593,161.849331185473,58.27,610453,0.0332456956724058,182
161.116019,1136669.1,0,0,0,0,0,0,0,0,0,0,161.115817930307,161.115817930307,162.123094397187,7.49,375243.1,0.00548681863029992,183
161.27137,1082484.9,0,0,0,0,0,0,0,0,0,0,161.27116823878,161.27116823878,162.27844470566,7.01,717567.4,0.00522526592509495,184
161.465755,1159010.6,0,0,0,0,0,0,0,0,0,0,161.465552372801,161.465552372801,162.472828839681,7.69,431881.3,0.00559466334819437,185
161.910855,1112093,0,0,0,0,0,0,0,0,0,0,161.910650386991,161.910650386991,162.917926853871,7.25,511259.9,0.00536818726841974,186
162.838997,1272419.8,0,0,0,0,0,0,0,0,0,0,162.838788233212,162.838751077467,163.846027544347,8.65,715914.8,0.00614210121855384,187
162.839376,5305828,0,0,0,0,0,0,0,0,0,0,162.839167231512,162.839093789242,163.846370256122,44.16,688391.8,0.0256117773585707,188
