Mass,Abundance,C,H,O,N,C13,S,P,Na,Error_ppm,Candidates,CalMass,AlignMasses,NeutralMass,sn,resolution,rel_abu,peak_index
106.151095,1065076,0,0,0,0,0,0,0,0,0,0,106.150868020405,106.150868020405,107.158144487285,7.38,863208.3,0.0056117205080819,0
107.917405,1138923.8,0,0,0,0,0,0,0,0,0,0,107.917174629879,107.917174629879,108.924451096759,8.07,965416.3,0.00600081313033302,1
108.175411,1084795.5,0,0,0,0,0,0,0,0,0,0,108.175180135219,108.175180135219,109.182456602099,7.57,742524.1,0.00571561949985256,2
109.38519,1041210.3,0,0,0,0,0,0,0,0,0,0,109.384956817765,109.384956817765,110.392233284645,7.16,1018608.5,0.00548597583058496,3
110.018607,1356893.8,0,0,0,0,0,0,0,0,0,0,110.018372605675,110.018372605675,111.025649072555,10.1,1008866.9,0.00714926330585722,4
110.022514,1105717.6,0,0,0,0,0,0,0,0,0,0,110.022279598201,110.022279598201,111.029556065081,7.76,773504.6,0.00582585480479055,5
110.08248,1139674.6,0,0,0,0,0,0,0,0,0,0,110.082245483497,110.082245483497,111.089521950377,8.08,913379.9,0.00600476897926537,6
110.201193,1051790.6,0,0,0,0,0,0,0,0,0,0,110.200958256444,110.200958256444,111.208234723324,7.26,682541.5,0.0055417217928371,7
110.41285,1052134.4,0,0,0,0,0,0,0,0,0,0,110.412614851699,110.412614851699,111.419891318579,7.26,685488.6,0.0055435332217968,8
110.938733,1132781.5,0,0,0,0,0,0,0,0,0,0,110.938496846484,110.938496846484,111.945773313364,8.01,863711.1,0.0059684503028195,9
111.212287,1081381.1,0,0,0,0,0,0,0,0,0,0,111.212050323822,111.212050323822,112.219326790702,7.54,824796.2,0.00569762955500093,10
111.293357,1026849.6,0,0,0,0,0,0,0,0,0,0,111.293120168957,111.293120168957,112.300396635837,7.03,708436,0.00541031152615935,11
111.630126,1042867.1,0,0,0,0,0,0,0,0,0,0,111.629888525788,111.629888525788,112.637164992668,7.18,386583.3,0.00549470525321564,12
111.648054,1047458.3,0,0,0,0,0,0,0,0,0,0,111.647816491555,111.647816491555,112.655092958435,7.22,606797.6,0.00551889557502996,13
111.666106,1067037.6,0,0,0,0,0,0,0,0,0,0,111.665868457086,111.665868457086,112.673144923966,7.4,839742.1,0.00562205587471175,14
111.675792,1076189.1,0,0,0,0,0,0,0,0,0,0,111.675554438592,111.675554438592,112.682830905472,7.49,830093.4,0.00567027371102551,15
111.678816,1297953,0,0,0,0,0,0,0,0,0,0,111.678578432818,111.678578432818,112.685854899698,9.55,884705.3,0.00683871335813259,16
111.683374,1065112.9,0,0,0,0,0,0,0,0,0,0,111.683136424115,111.683136424115,112.690412890995,7.39,1054805.7,0.00561191492846763,17
111.713727,1259767.6,0,0,0,0,0,0,0,0,0,0,111.713489366161,111.713489366161,112.720765833041,9.19,736149.2,0.00663752039886085,18
111.722856,1130139.3,0,0,0,0,0,0,0,0,0,0,111.722618348731,111.722618348731,112.729894815611,7.99,839256.4,0.00595452896018625,19
111.724019,1193051.1,0,0,0,0,0,0,0,0,0,0,111.723781346511,111.723856683802,112.731133150682,8.57,855021.1,0.00628600149196834,20
111.767474,1035825.4,0,0,0,0,0,0,0,0,0,0,111.767236263545,111.767236263545,112.774512730425,7.11,840932.7,0.00545760362638172,21
111.775709,1149137,0,0,0,0,0,0,0,0,0,0,111.775471247823,111.775471247823,112.782747714703,8.17,694696.4,0.00605462489953366,22
111.783012,1386040.8,0,0,0,0,0,0,0,0,0,0,111.78277423388,111.78277423388,112.79005070076,10.37,685168.1,0.00730283433520073,23
111.784488,1031164.7,0,0,0,0,0,0,0,0,0,0,111.784250231062,111.784250231062,112.791526697942,7.07,1064043.9,0.00543304711983006,24
111.824482,1029903.1,0,0,0,0,0,0,0,0,0,0,111.824244154709,111.824244154709,112.831520621589,7.06,696263.6,0.00542639994479936,25
111.826848,1216891,0,0,0,0,0,0,0,0,0,0,111.826610150193,111.826610150193,112.833886617073,8.8,932900.9,0.00641161023326063,26
111.853019,1377693.9,0,0,0,0,0,0,0,0,0,0,111.852781100231,111.852781100231,112.860057567111,10.29,666770.5,0.00725885581168793,27
111.870304,1151721.3,0,0,0,0,0,0,0,0,0,0,111.870066067234,111.870066067234,112.877342534114,8.19,1095700.3,0.00606824117603321,28
111.880562,1120628.8,0,0,0,0,0,0,0,0,0,0,111.880324047652,111.880324047652,112.887600514532,7.9,950228.2,0.00590441960846664,29
111.886534,1127688.5,0,0,0,0,0,0,0,0,0,0,111.886296036252,111.886296036252,112.893572503132,7.97,1162377.1,0.0059416160745131,30
112.662956,1117049.4,0,0,0,0,0,0,0,0,0,0,112.662716554727,112.662716554727,113.669993021607,7.87,648050.6,0.00588556030416664,31
113.18689,1030362.3,0,0,0,0,0,0,0,0,0,0,113.186649555677,113.186649555677,114.193926022557,7.06,805672.9,0.00542881939848841,32
113.328797,1026078.1,0,0,0,0,0,0,0,0,0,0,113.328556285181,113.328556285181,114.335832752061,7.02,698407.8,0.00540624661213257,33
113.344551,1036413.6,0,0,0,0,0,0,0,0,0,0,113.344310255154,113.344310255154,114.351586722034,7.12,920725.3,0.00546070276109404,34
114.203986,1114255.9,0,0,0,0,0,0,0,0,0,0,114.203743617819,114.203743617819,115.211020084699,7.84,1034140.3,0.00587084178526345,35
114.849273,1041908.4,0,0,0,0,0,0,0,0,0,0,114.849029389414,114.849029389414,115.856305856294,7.17,854739,0.00548965401137835,36
114.984699,1023858.5,0,0,0,0,0,0,0,0,0,0,114.984455131711,114.984455131711,115.991731598591,7,866034.8,0.00539455188345618,37
115.258175,1033931.4,0,0,0,0,0,0,0,0,0,0,115.25793061142,115.25793061142,116.2652070783,7.1,636421.6,0.00544762443368345,38
115.398821,1037118.1,0,0,0,0,0,0,0,0,0,0,115.398576343894,115.398576343894,116.405852810774,7.13,958501.8,0.00546441466249633,39
115.44953,1078389.6,0,0,0,0,0,0,0,0,0,0,115.449285247449,115.449285247449,116.456561714329,7.51,838496,0.0056818678047597,40
115.58489,1031820.8,0,0,0,0,0,0,0,0,0,0,115.584644990026,115.584644990026,116.591921456906,7.08,889220.9,0.00543650400912749,41
115.937982,1064123.3,0,0,0,0,0,0,0,0,0,0,115.937736318692,115.937736318692,116.945012785572,7.38,918690.1,0.00560670087931546,42
116.176102,1102927.1,0,0,0,0,0,0,0,0,0,0,116.175855866086,116.175855866086,117.183132332966,7.74,700928.8,0.00581115209242279,43
116.230128,1079307.3,0,0,0,0,0,0,0,0,0,0,116.229881763411,116.229881763411,117.237158230291,7.52,885067.4,0.00568670302394618,44
116.284912,1026083.4,0,0,0,0,0,0,0,0,0,0,116.2846656593,116.2846656593,117.29194212618,7.02,651879.2,0.00540627453701182,45
116.436122,1096611.9,0,0,0,0,0,0,0,0,0,0,116.435875371973,116.435875371973,117.443151838853,7.68,982068.8,0.00577787828158428,46
116.469991,1069308,0,0,0,0,0,0,0,0,0,0,116.469744307622,116.469744307622,117.477020774502,7.42,877058.5,0.00563401826072134,47
116.558548,1049300.5,0,0,0,0,0,0,0,0,0,0,116.558301139372,116.558301139372,117.565577606252,7.24,858864.3,0.00552860184154989,48
116.781831,1047582.2,0,0,0,0,0,0,0,0,0,0,116.78158371522,116.78158371522,117.7888601821,7.22,963337.5,0.00551954838494301,49
117.423251,1052726.8,0,0,0,0,0,0,0,0,0,0,117.423002497273,117.423002497273,118.430278964153,7.27,684449.2,0.00554665448565871,50
117.789085,1035366.3,0,0,0,0,0,0,0,0,0,0,117.788835802948,117.788835802948,118.796112269828,7.11,755705,0.00545518469957719,51
117.91875,1135345.5,0,0,0,0,0,0,0,0,0,0,117.918500556911,117.918500556911,118.925777023791,8.04,999848.6,0.00598195962176267,52
118.014144,1037999.9,0,0,0,0,0,0,0,0,0,0,118.013894375922,118.013894375922,119.021170842802,7.13,524106.5,0.00546906073014223,53
118.100277,1052974.3,0,0,0,0,0,0,0,0,0,0,118.100027212517,118.100027212517,119.107303679397,7.27,680527.6,0.00554795852483127,54
118.655413,1082504.3,0,0,0,0,0,0,0,0,0,0,118.655162159669,118.655162159669,119.662438626549,7.55,814789,0.00570354752186402,55
118.760753,1027644.2,0,0,0,0,0,0,0,0,0,0,118.760501959946,118.760501959946,119.767778426826,7.04,903452.2,0.0054144981505089,56
118.876567,1054120.8,0,0,0,0,0,0,0,0,0,0,118.876315740386,118.876315740386,119.883592207266,7.28,892227.1,0.00555399925578616,57
119.321704,1056740.4,0,0,0,0,0,0,0,0,0,0,119.321451896714,119.321451896714,120.328728363594,7.31,805726.9,0.00556780152251921,58
119.346215,1036741.6,0,0,0,0,0,0,0,0,0,0,119.345962850267,119.345962850267,120.353239317147,7.12,789609.3,0.0054624309423005,59
119.487865,1079380.5,0,0,0,0,0,0,0,0,0,0,119.487612581874,119.487612581874,120.494889048754,7.52,836376,0.00568708870341055,60
119.960647,1224086.5,0,0,0,0,0,0,0,0,0,0,119.960393686307,119.960393686307,120.967670153187,8.86,639478.4,0.00644952220847733,61
120.254646,1039472.6,0,0,0,0,0,0,0,0,0,0,120.254392129588,120.254392129588,121.261668596468,7.15,607397.6,0.00547682015838233,62
120.657214,1072964,0,0,0,0,0,0,0,0,0,0,120.656959367514,120.656959367514,121.664235834394,7.46,857864,0.00565328115855919,63
121.567277,1099485.4,0,0,0,0,0,0,0,0,0,0,121.567020645709,121.567020645709,122.574297112589,7.7,859051.7,0.0057930183080988,64
121.576955,1042014.3,0,0,0,0,0,0,0,0,0,0,121.576698627406,121.576698627406,122.583975094286,7.17,881340.5,0.00549021198207885,65
122.026116,1151304.6,0,0,0,0,0,0,0,0,0,0,122.025858778105,122.025858778105,123.033135244985,8.18,790062.9,0.00606604564826269,66
122.069478,1130669,0,0,0,0,0,0,0,0,0,0,122.069220696131,122.069220696131,123.076497163011,7.99,840325.6,0.00595731986745777,67
122.416208,1251521,0,0,0,0,0,0,0,0,0,0,122.415950040753,122.415950040753,123.423226507633,9.12,741125.3,0.00659407034051577,68
122.456776,1061077.4,0,0,0,0,0,0,0,0,0,0,122.456517964085,122.456517964085,123.463794430965,7.35,1044138.5,0.00559065250389852,69
122.761678,1027543.3,0,0,0,0,0,0,0,0,0,0,122.761419387943,122.761419387943,123.768695854823,7.03,808552.7,0.00541396652403411,70
123.093275,1207326.6,0,0,0,0,0,0,0,0,0,0,123.093015761519,123.093015761519,124.100292228399,8.7,529120.4,0.00636121689078788,71
124.053487,1076758.5,0,0,0,0,0,0,0,0,0,0,124.053225948507,124.053225948507,125.060502415387,7.48,472177.8,0.00567327379144916,72
124.065528,1036080.2,0,0,0,0,0,0,0,0,0,0,124.06526692578,124.06526692578,125.07254339266,7.1,744837.5,0.00545894612812381,73
124.066366,1029600.3,0,0,0,0,0,0,0,0,0,0,124.066104924199,124.066104924199,125.073381391079,7.04,717397.2,0.00542480453849047,74
124.072261,1082209.1,0,0,0,0,0,0,0,0,0,0,124.071999913073,124.071999913073,125.079276379953,7.53,884283.9,0.00570199215877821,75
124.077582,1039769.9,0,0,0,0,0,0,0,0,0,0,124.07732090303,124.07732090303,125.08459736991,7.14,468319,0.00547838658604294,76
124.110697,1348454.8,0,0,0,0,0,0,0,0,0,0,124.11043584053,124.11043584053,125.11771230741,10,641934.8,0.00710479952170688,77
124.112344,1053079,0,0,0,0,0,0,0,0,0,0,124.112082837421,124.112043920157,125.119320387037,7.26,635704.8,0.0055485101729176,78
124.120089,1076608.1,0,0,0,0,0,0,0,0,0,0,124.119827822804,124.119792617837,125.127069084717,7.48,764146.4,0.00567248135713986,79
124.120499,1227368.3,0,0,0,0,0,0,0,0,0,0,124.12023782203,124.120243616809,125.127520083689,8.88,751856.6,0.00646681350446318,80
124.12868,1112681.4,0,0,0,0,0,0,0,0,0,0,124.12841880659,124.12841880659,125.13569527347,7.82,927751.7,0.00586254598858793,81
124.149366,1074268.4,0,0,0,0,0,0,0,0,0,0,124.149104767549,124.149104767549,125.156381234429,7.46,827714.8,0.00566015384016195,82
124.175094,1223344.3,0,0,0,0,0,0,0,0,0,0,124.174832718994,124.174832718994,125.182109185874,8.84,615899.7,0.0064456116716132,83
124.189748,1026018.4,0,0,0,0,0,0,0,0,0,0,124.189486691338,124.189486691338,125.196763158218,7.01,1049843.8,0.00540593206207762,84
124.202159,1062052.3,0,0,0,0,0,0,0,0,0,0,124.201897667916,124.201897667916,125.209174134796,7.35,956313.2,0.00559578910102711,85
124.224393,1226359.5,0,0,0,0,0,0,0,0,0,0,124.224131625956,124.224131625956,125.231408092836,8.87,589449.3,0.00646149829348429,86
124.25046,1069915.4,0,0,0,0,0,0,0,0,0,0,124.250198576764,124.250198576764,125.257475043644,7.42,775450.8,0.00563721855726038,87
124.253256,1095291.8,0,0,0,0,0,0,0,0,0,0,124.252994571487,124.252994571487,125.260271038367,7.65,664129.5,0.0057709228791128,88
124.296296,1044434.3,0,0,0,0,0,0,0,0,0,0,124.296034490267,124.296034490267,125.303310957147,7.18,986409.1,0.00550296258732162,89
124.329462,1293911.3,0,0,0,0,0,0,0,0,0,0,124.329200427681,124.329200427681,125.336476894561,9.5,732247,0.00681741826672361,90
124.42082,1058597.1,0,0,0,0,0,0,0,0,0,0,124.420558255293,124.420558255293,125.427834722173,7.31,814516.7,0.0055775841872937,91
125.104281,1049027.5,0,0,0,0,0,0,0,0,0,0,125.104017966015,125.104017966015,126.111294432895,7.21,898286.5,0.00552716344682622,92
125.433549,1107036.9,0,0,0,0,0,0,0,0,0,0,125.433285345123,125.433285345123,126.440561812003,7.75,696623.1,0.00583280599218592,93
125.452431,1103152.3,0,0,0,0,0,0,0,0,0,0,125.452167309523,125.452167309523,126.459443776403,7.71,802406,0.00581233863634869,94
125.657793,1091573.4,0,0,0,0,0,0,0,0,0,0,125.65752892236,125.65752892236,126.66480538924,7.6,793238.9,0.00575133120533811,95
125.815831,1067794.8,0,0,0,0,0,0,0,0,0,0,125.815566624455,125.815566624455,126.822843091335,7.38,674045.4,0.00562604544425301,96
126.16406,1094869.6,0,0,0,0,0,0,0,0,0,0,126.163794968159,126.163794968159,127.171071435039,7.63,947220.4,0.005768698372694,97
126.237796,1034260.1,0,0,0,0,0,0,0,0,0,0,126.237530829212,126.237530829212,127.244807296092,7.07,875138.9,0.00544935630308151,98
126.947982,1037118.6,0,0,0,0,0,0,0,0,0,0,126.947715491329,126.947715491329,127.954991958209,7.08,481540.9,0.0054644172969189,99
126.971041,1129995.6,0,0,0,0,0,0,0,0,0,0,126.9707744479,126.9707744479,127.97805091478,7.94,709725,0.00595377182713939,100
127.060063,1037678.8,0,0,0,0,0,0,0,0,0,0,127.059796280247,127.059796280247,128.067072747127,7.09,763032.3,0.00546736890396725,101
127.547081,1092971.5,0,0,0,0,0,0,0,0,0,0,127.546813363238,127.546813363238,128.554089830118,7.6,687912.9,0.00575869757773064,102
127.548776,1102299.9,0,0,0,0,0,0,0,0,0,0,127.548508360047,127.548508360047,128.555784826927,7.68,839394,0.00580784747274995,103
128.619061,1160077.8,0,0,0,0,0,0,0,0,0,0,128.61879134588,128.61879134588,129.62606781276,8.2,756220.2,0.00611227028045936,104
129.068689,1074929.6,0,0,0,0,0,0,0,0,0,0,129.068418500155,129.068418500155,130.075694967035,7.41,724023.1,0.00566363760056961,105
129.374405,1059203,0,0,0,0,0,0,0,0,0,0,129.374133925262,129.374133925262,130.381410392142,7.27,847302.8,0.00558077658056503,106
129.790004,1055124.9,0,0,0,0,0,0,0,0,0,0,129.789732143918,129.789732143918,130.797008610798,7.21,683954.9,0.00555928970319289,107
129.951635,1055674.1,0,0,0,0,0,0,0,0,0,0,129.9513628401,129.9513628401,130.95863930698,7.22,632367.7,0.00556218335294468,108
130.00741,1101905.9,0,0,0,0,0,0,0,0,0,0,130.007137735267,130.007137735267,131.014414202147,7.64,703805.5,0.00580577154776415,109
130.011874,1050323.1,0,0,0,0,0,0,0,0,0,0,130.011601726877,130.011601726877,131.018878193757,7.17,759632.2,0.00553398976259174,110
130.224721,1050751.9,0,0,0,0,0,0,0,0,0,0,130.22444832685,130.22444832685,131.23172479373,7.17,745715.9,0.00553624904338848,111
130.31526,1095146,0,0,0,0,0,0,0,0,0,0,130.314987156707,130.314987156707,131.322263623587,7.58,755395.1,0.00577015468149115,112
130.816642,1045149.8,0,0,0,0,0,0,0,0,0,0,130.816368214666,130.816368214666,131.823644681546,7.12,629689.5,0.00550673244602047,113
130.86729,1068061,0,0,0,0,0,0,0,0,0,0,130.86701611952,130.86701611952,131.8742925864,7.33,804709.1,0.00562744801082971,114
131.159169,1175845.6,0,0,0,0,0,0,0,0,0,0,131.158894571261,131.158894571261,132.166171038141,8.3,735899.3,0.00619534837688378,115
131.248556,1061265.1,0,0,0,0,0,0,0,0,0,0,131.248281403378,131.248281403378,132.255557870258,7.25,622714.4,0.00559164146613161,116
131.274601,1039497.3,0,0,0,0,0,0,0,0,0,0,131.274326354462,131.274326354462,132.281602821342,7.05,611269.5,0.00547695029885733,117
131.512319,1073123.3,0,0,0,0,0,0,0,0,0,0,131.512043908039,131.512043908039,132.519320374919,7.36,941632.4,0.00565412048559026,118
131.696259,1037133.4,0,0,0,0,0,0,0,0,0,0,131.695983562652,131.695983562652,132.703260029532,7.03,740493.7,0.00546449527582699,119
133.86116,1062537.8,0,0,0,0,0,0,0,0,0,0,133.86088050028,133.86088050028,134.86815696716,7.24,668716.2,0.00559834712534338,120
134.078464,1115208.1,0,0,0,0,0,0,0,0,0,0,134.07818409278,134.07818409278,135.08546055966,7.72,643431.9,0.00587585877960733,121
134.299327,1142328.5,0,0,0,0,0,0,0,0,0,0,134.299046678653,134.299046678653,135.306323145533,7.95,635891.3,0.00601875196738678,122
134.477072,1122986,0,0,0,0,0,0,0,0,0,0,134.476791345408,134.476791345408,135.484067812288,7.77,593025.4,0.00591683933023452,123
134.605696,1103369.6,0,0,0,0,0,0,0,0,0,0,134.605415104277,134.605415104277,135.612691571157,7.59,726533.7,0.00581348355639797,124
134.607272,1048554.2,0,0,0,0,0,0,0,0,0,0,134.606991101323,134.606991101323,135.614267568203,7.09,772253.4,0.00552466970242068,125
134.906217,1085114.1,0,0,0,0,0,0,0,0,0,0,134.905935540952,134.905935540952,135.913212007832,7.42,720883.4,0.00571729815391468,126
135.560976,1056244.5,0,0,0,0,0,0,0,0,0,0,135.560693313901,135.560693313901,136.567969780781,7.16,887219.1,0.00556518870221347,127
136.970855,1101719.9,0,0,0,0,0,0,0,0,0,0,136.970569673019,136.970569673019,137.977846139899,7.55,563481.2,0.0058047915425678,128
137.943569,1067678.8,0,0,0,0,0,0,0,0,0,0,137.943281851981,137.943281851981,138.950558318861,7.22,869233.6,0.00562543425821657,129
137.96944,1104505.8,0,0,0,0,0,0,0,0,0,0,137.969152803558,137.969152803558,138.976429270438,7.56,437240.3,0.00581947001824791,130
138.16015,1070139.3,0,0,0,0,0,0,0,0,0,0,138.159862446619,138.159862446619,139.167138913499,7.24,631042.8,0.00563839825168759,131
138.87703,1073618.5,0,0,0,0,0,0,0,0,0,0,138.876741105132,138.876741105132,139.884017572012,7.27,911333.5,0.0056567296177044,132
139.475364,1072027.8,0,0,0,0,0,0,0,0,0,0,139.475073985773,139.475073985773,140.482350452653,7.24,836384.7,0.00564834846573759,133
139.544049,1237242.5,0,0,0,0,0,0,0,0,0,0,139.543758857294,139.543758857294,140.551035324174,8.74,595844.7,0.0065188391351608,134
139.617043,1157691.3,0,0,0,0,0,0,0,0,0,0,139.616752720758,139.616752720758,140.624029187638,8.01,688550.6,0.00609969618152883,135
139.645732,1371336.1,0,0,0,0,0,0,0,0,0,0,139.645441667097,139.645441667097,140.652718133977,9.96,818462.7,0.00722535754804639,136
139.650313,1075434.1,0,0,0,0,0,0,0,0,0,0,139.650022658528,139.650022658528,140.657299125408,7.27,554245.2,0.00566629573294357,137
139.804719,1088175.8,0,0,0,0,0,0,0,0,0,0,139.804428369727,139.804428369727,140.811704836607,7.38,631322.4,0.00573342977708486,138
139.812003,1083027.1,0,0,0,0,0,0,0,0,0,0,139.811712356104,139.811712356104,140.818988822984,7.34,595004.3,0.00570630207410407,139
141.167761,1067091.8,0,0,0,0,0,0,0,0,0,0,141.167467820997,141.167467820997,142.174744287877,7.17,463238.1,0.00562234144611843,140
141.579975,1139638.3,0,0,0,0,0,0,0,0,0,0,141.579681050441,141.579681050441,142.586957517321,7.82,555345.4,0.00600457772018673,141
141.589955,1078955,0,0,0,0,0,0,0,0,0,0,141.589661031787,141.589661031787,142.596937498667,7.27,633010.5,0.00568484680980278,142
141.637893,1070977.8,0,0,0,0,0,0,0,0,0,0,141.637598942183,141.637598942183,142.644875409063,7.2,751755.8,0.00564281617833886,143
141.83703,1161504.6,0,0,0,0,0,0,0,0,0,0,141.836735569979,141.836735569979,142.844012036859,8.02,714215.3,0.00611978786870746,144
142.427844,1116540.8,0,0,0,0,0,0,0,0,0,0,142.427548465834,142.427548465834,143.434824932714,7.61,699864.2,0.0058828805695276,145
143.305837,1060554.1,0,0,0,0,0,0,0,0,0,0,143.305539825359,143.305539825359,144.312816292239,7.08,629869.8,0.0055878953172359,146
143.339478,1074362.8,0,0,0,0,0,0,0,0,0,0,143.339180762511,143.339180762511,144.346457229391,7.21,573609.4,0.00566065121914333,147
143.560985,1260232.4,0,0,0,0,0,0,0,0,0,0,143.560687348709,143.560687348709,144.567963815589,8.89,618263.3,0.00663996935808269,148
144.11773,1084606.5,0,0,0,0,0,0,0,0,0,0,144.11743130875,144.11743130875,145.12470777563,7.3,772359,0.00571462368812079,149
144.424456,1075800.9,0,0,0,0,0,0,0,0,0,0,144.424156735873,144.424156735873,145.431433202753,7.21,547869.2,0.00566822834534152,150
144.569918,1086082.5,0,0,0,0,0,0,0,0,0,0,144.569618464207,144.569618464207,145.576894931087,7.31,499081.5,0.00572240050354985,151
144.598991,1058449.3,0,0,0,0,0,0,0,0,0,0,144.598691409911,144.598691409911,145.605967876791,7.06,588844.1,0.00557680545198177,152
144.842478,1081549,0,0,0,0,0,0,0,0,0,0,144.842177955198,144.842177955198,145.849454422078,7.25,761960.9,0.00569851419410021,153
144.869896,2442203,0,0,0,0,0,0,0,0,0,0,144.869595903997,144.869589750949,145.876866217829,19.52,829414.1,0.012867589411459,154
145.539616,1060370.1,0,0,0,0,0,0,0,0,0,0,145.539314653436,145.539314653436,146.546591120316,7.05,762460,0.00558692584972984,155
145.596709,1068911.6,0,0,0,0,0,0,0,0,0,0,145.596407546836,145.596407546836,146.603684013716,7.13,626225.9,0.00563192969050719,156
