Mass,Abundance,C,H,O,N,C13,S,P,Na,Error_ppm,Candidates,CalMass,AlignMasses,NeutralMass,sn,resolution,rel_abu,peak_index
137.736082,1076327.5,0,0,0,0,0,0,0,0,0,0,137.73576479212,137.73576479212,138.743041259,7.31,777478.5,0.0067598055687668,133
138.017332,1046884.8,0,0,0,0,0,0,0,0,0,0,138.017014145053,138.017014145053,139.024290611933,7.04,734286.3,0.00657489258696569,134
138.144197,1069357.6,0,0,0,0,0,0,0,0,0,0,138.143878853129,138.143878853129,139.151155320009,7.25,698652,0.00671603156054556,135
138.263479,1103443.4,0,0,0,0,0,0,0,0,0,0,138.263160578626,138.263160578626,139.270437045506,7.56,658194.2,0.00693010523296949,136
138.446443,1116902.1,0,0,0,0,0,0,0,0,0,0,138.446124157522,138.446124157522,139.453400624402,7.68,771309.8,0.00701463173183565,137
139.34726,1111685,0,0,0,0,0,0,0,0,0,0,139.346939083308,139.346939083308,140.354215550188,7.61,664309.4,0.00698186607116748,138
139.383058,1089429.8,0,0,0,0,0,0,0,0,0,0,139.382737000848,139.382737000848,140.390013467728,7.41,650864.2,0.00684209372037833,139
139.5764,1047152.4,0,0,0,0,0,0,0,0,0,0,139.576078555446,139.576078555446,140.583355022326,7.02,661249.9,0.00657657323153735,140
139.677255,1184191.9,0,0,0,0,0,0,0,0,0,0,139.676933323078,139.676933323078,140.684209789958,8.27,664339,0.00743724098855463,141
139.698756,1067242,0,0,0,0,0,0,0,0,0,0,139.698434273537,139.698434273537,140.705710740417,7.2,776353.2,0.00670274467094989,142
139.704528,1127724.8,0,0,0,0,0,0,0,0,0,0,139.704206260238,139.704206260238,140.711482727118,7.75,592028.2,0.00708260300240998,143
139.865327,1110840.9,0,0,0,0,0,0,0,0,0,0,139.865004889711,139.865004889711,140.872281356591,7.6,840488.7,0.00697656475546144,144
139.952092,1159746,0,0,0,0,0,0,0,0,0,0,139.951769689759,139.951769689759,140.959046156639,8.04,830367.4,0.00728371008745481,145
141.524769,1117566.4,0,0,0,0,0,0,0,0,0,0,141.524443062935,141.524443062935,142.531719529815,7.63,790725.1,0.00701880382521739,146
141.594953,1167553.3,0,0,0,0,0,0,0,0,0,0,141.594626900966,141.594626900966,142.601903367846,8.09,631873.2,0.00733274333246345,147
142.094182,1104570.9,0,0,0,0,0,0,0,0,0,0,142.093854748574,142.093854748574,143.101131215454,7.51,610947.8,0.00693718642412998,148
142.464172,1135269.8,0,0,0,0,0,0,0,0,0,0,142.463843894186,142.463843894186,143.471120361066,7.79,551734,0.00712998888915574,149
142.477891,1283132.8,0,0,0,0,0,0,0,0,0,0,142.4775628625,142.4775628625,143.48483932938,9.13,500524.8,0.00805863294109584,150
142.846132,1107320.4,0,0,0,0,0,0,0,0,0,0,142.845803011863,142.845803011863,143.853079478743,7.52,603692,0.00695445448186456,151
144.112137,1082441.1,0,0,0,0,0,0,0,0,0,0,144.111805085253,144.111805085253,145.119081552133,7.29,623993.9,0.00679820163996745,152
145.854356,1059179.4,0,0,0,0,0,0,0,0,0,0,145.854020052251,145.854020052251,146.861296519131,7.05,713825.4,0.00665210803072771,153
146.784555,1091335.3,0,0,0,0,0,0,0,0,0,0,146.784216896275,146.784216896275,147.791493363155,7.32,650369.9,0.00685406109045043,154
146.79082,1085866.8,0,0,0,0,0,0,0,0,0,0,146.790481881748,146.790481881748,147.797758348628,7.27,674224.2,0.00681971652826764,155
147.596501,1122616.3,0,0,0,0,0,0,0,0,0,0,147.596161012816,147.596161012816,148.603437479696,7.59,481993.4,0.00705051939705004,156
148.190786,1104403.9,0,0,0,0,0,0,0,0,0,0,148.190444633324,148.190444633324,149.197721100204,7.43,572481.7,0.00693613759138159,157
148.864051,1084846.6,0,0,0,0,0,0,0,0,0,0,148.863708069529,148.863720758891,149.870997225771,7.23,524042.6,0.00681330922784908,158
149.561184,1074073.8,0,0,0,0,0,0,0,0,0,0,149.560839449197,149.560839449197,150.568115916077,7.13,728916.9,0.00674565135101214,159
149.620144,1168699.3,0,0,0,0,0,0,0,0,0,0,149.619799312105,149.619799312105,150.627075778985,7.98,611915.7,0.00733994071168289,160
152.665542,1149110.5,0,0,0,0,0,0,0,0,0,0,152.665190219869,152.665190219869,153.672466686749,7.74,511528.7,0.00721691451442837,161
153.012165,1115936.5,0,0,0,0,0,0,0,0,0,0,153.011812411218,153.011812411218,154.019088878098,7.44,706519.2,0.00700856734320189,162
153.167366,1246459,0,0,0,0,0,0,0,0,0,0,153.167013049048,153.167013049048,154.174289515928,8.61,676273.8,0.0078283055012898,163
153.203836,1169776.4,0,0,0,0,0,0,0,0,0,0,153.203482963934,153.203482963934,154.210759430814,7.92,572401.8,0.00734670536888817,164
154.439117,1135875.3,0,0,0,0,0,0,0,0,0,0,154.438761079083,154.438761079083,155.446037545963,7.62,468473.8,0.00713379169292307,165
154.928136,1745090.1,0,0,0,0,0,0,0,0,0,0,154.927778935975,154.927778935975,155.935055402855,13.02,923924.3,0.0109599260224976,166
154.928485,4236482.5,0,0,0,0,0,0,0,0,0,0,154.928127935159,154.928135034938,155.935411501818,35.22,645247.1,0.0266069555924968,167
155.67657,1117465.8,0,0,0,0,0,0,0,0,0,0,155.676211185291,155.676211185291,156.683487652171,7.42,553607.3,0.00701817201339411,168
155.880021,1138353.4,0,0,0,0,0,0,0,0,0,0,155.879661709143,155.879661709143,156.886938176023,7.61,520950.5,0.00714935524043065,169
156.925531,1417623.9,0,0,0,0,0,0,0,0,0,0,156.925169260583,156.925169260583,157.932445727463,10.09,663113.2,0.00890329563598153,170
157.304831,1221718.8,0,0,0,0,0,0,0,0,0,0,157.304468371563,157.304468371563,158.311744838443,8.32,447768.7,0.00767292626798729,171
158.446109,1147476.3,0,0,0,0,0,0,0,0,0,0,158.445743694282,158.445743694282,159.453020161162,7.65,569766.7,0.00720665102653971,172
158.51263,1127675.3,0,0,0,0,0,0,0,0,0,0,158.512264538125,158.512264538125,159.519541005005,7.48,588184.1,0.00708229212084684,173
159.638029,1110365.1,0,0,0,0,0,0,0,0,0,0,159.637660894456,159.637660894456,160.644937361336,7.3,416932.2,0.0069735765241939,174
159.712399,1109816.4,0,0,0,0,0,0,0,0,0,0,159.712030719632,159.712030719632,160.719307186512,7.29,609246.3,0.00697013044916972,175
159.845387,1124293.9,0,0,0,0,0,0,0,0,0,0,159.845018406976,159.845014636643,160.852291103523,7.42,522702.1,0.00706105545584457,176
159.911966,1095084.8,0,0,0,0,0,0,0,0,0,0,159.911597250429,159.911597250429,160.918873717309,7.16,671942.4,0.00687760958380407,177
160.527737,1111314.6,0,0,0,0,0,0,0,0,0,0,160.527366801994,160.527366801994,161.534643268874,7.3,587216.8,0.00697953979781419,178
160.841931,1124040.8,0,0,0,0,0,0,0,0,0,0,160.841560062532,160.841566042225,161.848842509105,7.41,1071506.9,0.00705946587758939,179
160.842277,5832009,0,0,0,0,0,0,0,0,0,0,160.841906061717,160.841912024353,161.849188491233,49.12,621339.9,0.0366275570542406,180
161.410376,1270961.3,0,0,0,0,0,0,0,0,0,0,161.410003723984,161.410003723984,162.417280190864,8.71,485228.5,0.00798219061895854,181
161.573474,1171791.4,0,0,0,0,0,0,0,0,0,0,161.573101339761,161.573101339761,162.580377806641,7.83,552449.6,0.00735936044666056,182
162.592123,1121271.6,0,0,0,0,0,0,0,0,0,0,162.591747938344,162.591747938344,163.599024405224,7.35,784127.3,0.0070420740952731,183
162.839323,4737732.5,0,0,0,0,0,0,0,0,0,0,162.838947355135,162.838952783744,163.846229250624,39.29,619362.4,0.0297550239465474,184
163.574748,1288934.1,0,0,0,0,0,0,0,0,0,0,163.574370619037,163.574370619037,164.581647085917,8.83,699279,0.00809506763225266,185
164.396284,1150196.5,0,0,0,0,0,0,0,0,0,0,164.395904677803,164.395904677803,165.403181144683,7.58,590647.6,0.00722373506751066,186
164.518742,1336697.1,0,0,0,0,0,0,0,0,0,0,164.518362388274,164.518362388274,165.525638855154,9.22,572688.2,0.00839504007872551,187
164.636334,1085626.8,0,0,0,0,0,0,0,0,0,0,164.635954110208,164.635954110208,165.643230577088,7.01,510761.1,0.00681820922371907,188
