Name,Mass,Biotic/abiotic
H_4N3O_2,5.988092,Biotic
C2H_2O_1,5.989435,Biotic
C_1H2O,6.010565,Biotic
C3H2O_2,6.02582,Biotic
H6,6.04695,Biotic
C_1H1N_1S1,6.976823,Biotic
H5O1N_1,7.030966,Biotic
CH_4,7.9687,Biotic
C_2O2,7.98983,Biotic
C2O_1,8.005085,Biotic
C_1H4O,8.026215,Biotic
C3H4O_2,8.04147,Biotic
H8,8.0626,Biotic
C_2N_1O1P1,8.965604,Biotic
C1H_1N1O_1,9.000334,Biotic
C2H3N1O_2,9.036719,Biotic
H_6O1,9.947965,Biotic
C_3H_2O3,9.969095,Biotic
H_2C1,9.98435,Biotic
C_2H2O2,10.00548,Biotic
C2H2O_1,10.020735,Biotic
H10,10.07825,Biotic
N1H_3,10.979599,Biotic
C1H_1,10.992175,Biotic
C1H1N1O_1,11.015984,Biotic
H_4O1,11.963615,Biotic
C1,12,Biotic
C2H4O_1,12.036385,Biotic
H_3O1,12.97144,Biotic
CH_1N_1O,12.984016,Biotic
H_1N1,12.995249,Biotic
CH,13.007825,Biotic
C1H3N1O_1,13.031634,Biotic
C_1H_6O2,13.94288,Biotic
H_2O1,13.979265,Biotic
N1,14.003074,Biotic
CH2,14.01565,Biotic
H2N2O_1,14.026883,Biotic
C2H6O_1,14.052035,Biotic
H_1S1O_1,14.969332,Biotic
H_1O1,14.98709,Biotic
CHN_1O,14.999666,Biotic
H1N1,15.0109,Biotic
C1H3,15.023475,Biotic
CH5NO_1,15.047284,Biotic
C_1H_4O2,15.95853,Biotic
O_1S1,15.977157,Biotic
O1,15.994915,Biotic
H1O1P1S_1,16.004431,Biotic
H2N1,16.018724,Biotic
C1H4,16.0313,Biotic
O_1H4N2,16.042533,Biotic
C2H8O_1,16.067685,Biotic
H16,16.1252,Biotic
H_1O2N_1,16.978931,Biotic
O1H1,17.00274,Biotic
C3H_1N1O_2,17.005419,Biotic
H3N1,17.026549,Biotic
C1H5,17.039125,Biotic
H_1Cl1O_1,17.9661,Biotic
C_1H_2O2,17.97418,Biotic
H2O_1S1,17.992807,Biotic
H2O,18.010565,Biotic
CH6,18.04695,Biotic
H6N2O_1,18.058183,Biotic
C_8H_9N1O1P2S1,18.847162,Biotic
H1O2N_1,18.994581,Biotic
H3O1,19.01839,Biotic
H5N1,19.042199,Biotic
C_10H_2O5P2,19.906451,Biotic
C_1O2,19.98983,Biotic
C3O_1,20.005085,Biotic
H4O,20.026215,Biotic
C2H_2,21.98435,Biotic
C_1H2O2,22.00548,Biotic
C3H2O_1,22.020735,Biotic
CH_4O,23.963615,Biotic
C2,24,Biotic
C1O_1N2,24.011233,Biotic
C_1H4O2,24.02113,Biotic
C3H4O_1,24.036385,Biotic
C1H_1N1,24.995249,Biotic
C2H3NO_1,25.031634,Biotic
H_2C1O1,25.979265,Biotic
C1H2O_1N2,26.026883,Biotic
C2H2O2S_1,26.033408,Biotic
C3H6O_1,26.052035,Biotic
C2HN_1O,26.999666,Biotic
C1H1N1,27.0109,Biotic
H3C2,27.023475,Biotic
C2H5O_1N1,27.047284,Biotic
H_4O2,27.95853,Biotic
C_4H1N2O1P1,27.982651,Biotic
Formic Acid_(_H2O)_CO,27.994915,Biotic
N2,28.006148,Biotic
ethyl addition_(_H2O)_C2H4,28.0313,Biotic
C15H22O_7P_2,28.260219,Biotic
H_1N1O1,28.990164,Biotic
CHO,29.00274,Biotic
CH3N,29.026549,Biotic
C2H7N1O_1,29.062934,Biotic
H_2S1,29.956422,Biotic
H_2O2,29.97418,Biotic
O1N1,29.997989,Biotic
C1H2O1,30.010565,Biotic
H_1S1,30.964247,Biotic
CHN_1O2,30.994581,Biotic
H1N1O1,31.005814,Biotic
C1H5N1,31.0422,Biotic
H_3Cl1,31.9454,Biotic
O_2S2,31.954314,Biotic
S1,31.972072,Biotic
O2,31.98983,Biotic
C1H4O_1S1,32.008457,Biotic
C1H4O1,32.026215,Biotic
C2H8,32.0626,Biotic
H3O_1N1S1,33.003706,Biotic
H_1Cl1,33.961,Biotic
H2O2,34.00548,Biotic
C4H2O_1,34.020735,Biotic
C1H6O1,34.041865,Biotic
H2O_1Cl1N1,34.9927,Biotic
H3O2,35.013305,Biotic
C3H1N1O_1,35.015984,Biotic
C4H4N1P_1,35.060611,Biotic
C_1H1O1P1,35.9765,Biotic
H1Cl1,35.9766,Biotic
C_1O3,35.984745,Biotic
C3,36,Biotic
H4O2,36.02113,Biotic
C4H4O_1,36.036385,Biotic
C3H3N1O_1,37.0316176,Biotic
C5H2N5O_4P_1,37.0776,Biotic
C2H_2O,37.979265,Biotic
C3H2,38.01565,Biotic
O2H6,38.03678,Biotic
C4H6O_1,38.052035,Biotic
C3H5N1O_1,39.047284,Biotic
C4H9N1O_2,39.083669,Biotic
C_7H_2O4P2,39.911536,Biotic
CH_4O2,39.95853,Biotic
C2O1,39.994915,Biotic
C3H4,40.0313,Biotic
C4H8O_1,40.067685,Biotic
C2HO,41.00274,Biotic
C2H3N,41.026549,Biotic
C3H7N1O_1,41.062934,Biotic
H_2S1C1,41.956422,Biotic
C1H_2O2,41.97418,Biotic
acetylation_(_H2O)_C2H2O,42.010565,Biotic
C1H2N2,42.0218,Biotic
C3H6,42.04695,Biotic
C1H_1O2,42.982005,Biotic
C1H1O1N1,43.005814,Biotic
C2H3O,43.01839,Biotic
C2H5N,43.042199,Biotic
C2H5N1,43.0422,Biotic
C3H7,43.054775,Biotic
Carboxylation_CO2,43.98983,Biotic
C2H4O1,44.026215,Biotic
C3H8,44.0626,Biotic
C4H12O_1,44.098985,Biotic
H_1N1O2,44.985079,Biotic
C2H3N_1O2,45.010231,Biotic
CH3NO,45.021464,Biotic
C2H5O1,45.03404,Biotic
C2H7N1,45.057849,Biotic
H_2O3,45.969095,Biotic
C1H2O2,46.00548,Biotic
C2H6O1,46.041865,Biotic
H1O2N1,47.000729,Biotic
C1H5N1O_1S1,47.019356,Biotic
O1S1,47.966987,Biotic
O3,47.984745,Biotic
C4,48,Biotic
C1H4S1,48.003372,Biotic
C1H4O2,48.02113,Biotic
C2H8O,48.057515,Biotic
H1O3,48.99257,Biotic
C1H5O2,49.028955,Biotic
H2O3,50.0003788,Biotic
C4H2,50.01565,Biotic
C3H2N2O_1,50.026883,Biotic
CH6O2,50.03675736,Biotic
C4H5N1O_1,51.047284,Biotic
C3H13N7O_6,51.153753,Biotic
C_1H1O2P1,51.971418,Biotic
C3O,51.99492709,Biotic
H4O3,52.01601168,Biotic
C4H4,52.03130009,Biotic
C3H4N2O_1,52.042533,Biotic
C5H8O_1,52.067685,Biotic
C2H_1O_1N1S1,52.972406,Biotic
C3H3N,53.02658088,Biotic
C5H7N_1,53.051701,Biotic
C_7H_4O5P2,53.890801,Biotic
C_2H_2O1S2,53.923409,Biotic
O_1Cl2,53.9428,Biotic
C2H_2O2,53.97418207,Biotic
C3H2O1,54.010565,Biotic
C4H6,54.04694667,Biotic
C3H3O1,55.01839,Biotic
#N/A-1,55.04219874,Biotic
C7H5N1O_3,55.057454,Biotic
H_1O_3Cl3,55.914,Biotic
CH_4O3,55.95342235,Biotic
glyoxylate_(_H2O)_C2O2,55.98983,Biotic
C2H3Cl_1O2S1,56.0165,Biotic
C3H4O1,56.026215,Biotic
C2H4N2,56.037448,Biotic
C4H8,56.06258507,Biotic
Glycine_C2H3NO,57.021464,Biotic
acetone_(_H)_C3H5O,57.03404,Biotic
C3H7N1,57.05784048,Biotic
C1H_1o1,57.9253,Biotic
#N/A-2,57.96908323,Biotic
C2H2O2,58.00548,Biotic
C1H2N2O1,58.016713,Biotic
C3H6O1,58.04186423,Biotic
C3H8N1,58.065674,Biotic
C3H10N2O_1,58.089483,Biotic
C2H5N1O_1S1,59.019356,Biotic
C2H5N1O1,59.037114,Biotic
CO3,59.98472903,Biotic
C2H4O2,60.02112938,Biotic
C1H4N2O1,60.032363,Biotic
C3H8O1,60.05748915,Biotic
C3H10N1,60.081324,Biotic
C1H3N1S1,60.998621,Biotic
C1H3N1O2,61.016379,Biotic
C2H7O1N1,61.052764,Biotic
C1H7N3,61.063997,Biotic
#N/A-3,61.96401083,Biotic
C1H3Cl1,61.9923,Biotic
C1H2O3,62.00037604,Biotic
C2H6S1,62.019022,Biotic
C2H6O2,62.03676548,Biotic
C4H3O_1N2,63.034708,Biotic
O2S1,63.961902,Biotic
H1O2P1,63.971418,Biotic
O4,63.97966,Biotic
H1O4S_1P1,63.989176,Biotic
C4O,63.99494513,Biotic
C1H1O2F1,63.996,Biotic
C1H4O1S1,63.998287,Biotic
C1H4O3,64.01603444,Biotic
C5H4,64.0313,Biotic
C4H3N1,65.026549,Biotic
#N/A-4,65.0314789,Biotic
H2O2S1,65.977552,Biotic
H3O2P1,65.987068,Biotic
H2O4,65.99531,Biotic
C5H3Cl1O_2,66.0025,Biotic
C4H2O,66.01058497,Biotic
C4O2,66.03170709,Biotic
C5H6,66.04693481,Biotic
H1C2N3,67.017047,Biotic
C5H5N_1O1,67.030966,Biotic
C4H5N1,67.042199,Biotic
C3O2,67.9898428,Biotic
C4H4O1,68.026215,Biotic
C5H8,68.0626,Biotic
C4H6N1O2S_1,68.067782,Biotic
C3H3N1O1,69.02145213,Biotic
C4H7N1,69.057849,Biotic
Cl2,69.9377,Biotic
CH_2O3,69.9691005,Biotic
C3H2O2,70.00548,Biotic
C4H6O1,70.04186742,Biotic
C4H10N2O_1,70.089483,Biotic
C6H14O_1,70.114635,Biotic
C2H1N1O2,71.000729,Biotic
C3H3O2,71.013305,Biotic
Alanine_C3H5NO,71.037114,Biotic
C4H9N1,71.073499,Biotic
C5H13O_1N1,71.109884,Biotic
H_1O_2Cl3,71.9089,Biotic
C2O3,71.984745,Biotic
C3H4O2,72.02113089,Biotic
C4H8O1,72.05751506,Biotic
C4H12N2O_1,72.105133,Biotic
C2H3N1O2,73.016379,Biotic
C3H7O1N1,73.05276133,Biotic
C2H2O3,74.00038763,Biotic
C3H6O2,74.03678,Biotic
C4H10O,74.0731841,Biotic
C8H10O_2,74.08842,Biotic
C2H5N1O2,75.032029,Biotic
C6H5N1O_1,75.047284,Biotic
C1H_2N_1O5,75.955851,Biotic
C2H1O1Cl1,75.9716,Biotic
C2H4O3,76.01604496,Biotic
C6H4,76.0313,Biotic
C5H3N1,77.026549,Biotic
C1H7N3O1,77.058912,Biotic
CH2O4,77.9953093,Biotic
C5H2O,78.01062579,Biotic
C2H6O3,78.03168735,Biotic
C5H4N1,78.034374,Biotic
C5H8N3O_2,78.081992,Biotic
H_1O3S1,78.948992,Biotic
O3P1,78.958508,Biotic
C5H5N1,79.042199,Biotic
O3S1,79.956817,Biotic
H1O3P1,79.966333,Biotic
C1H5O2P1,80.002718,Biotic
#N/A-5,80.0185996,Biotic
C5H4O1,80.026215,Biotic
C6H8,80.0626,Biotic
H1O3S1,80.964642,Biotic
H3N1O2S1,80.988451,Biotic
C5H7N1,81.057849,Biotic
C6H11O_1N1,81.094234,Biotic
H2O3S1,81.972467,Biotic
C4H2O2,82.00548,Biotic
C5H6O1,82.04187235,Biotic
C6H9O2P_1,82.086492,Biotic
H2N_1O4P1,82.965999,Biotic
C5H9N1,83.073499,Biotic
C3O3,83.98473983,Biotic
acetotacetate_(_H2O)_C4H4O2,84.0211371,Biotic
C4H4O4S_1,84.038888,Biotic
C5H8O1,84.057515,Biotic
C3H3N1O2,85.016379,Biotic
C4H7N1O1,85.05273808,Biotic
malonyl_group_(_H2O)_C3H2O3,86.00042078,Biotic
C4H6O2,86.03678,Biotic
C5H10O1,86.073165,Biotic
C5H12N1,86.096974,Biotic
C6H14,86.10955,Biotic
C7H1N_1O1,86.999666,Biotic
C4H9O1N1,87.068414,Biotic
C3H4O3,88.016045,Biotic
C7H4,88.0313,Biotic
C3H6N1O2,88.039854,Biotic
C4H8O2,88.05242153,Biotic
C3H3N_1O4,89.000061,Biotic
C6H3N1,89.026549,Biotic
C3H7N1O2,89.047679,Biotic
C7H7O_1N1,89.062934,Biotic
C2H2O4,89.99529435,Biotic
C3H6O3,90.031695,Biotic
C2O2H6N2,90.042928,Biotic
C7H6,90.04695,Biotic
C6H5N1,91.042199,Biotic
C2H4O4,92.01093823,Biotic
C6H4O1,92.026215,Biotic
C3H8O3,92.04736695,Biotic
C7H8,92.0626,Biotic
C5H3N1O1,93.021464,Biotic
C4H3N3,93.032697,Biotic
C6H7N1,93.057849,Biotic
C5H7N3O_1,93.069082,Biotic
C5H2O2,94.00548,Biotic
C4H2O1N2,94.016713,Biotic
C2H6O4,94.02660273,Biotic
C1H5O_1N1S1e1,94.9638,Biotic
C5H5N1O1,95.037114,Biotic
H1O4P1,95.961248,Biotic
C4O3,95.984745,Biotic
C5H4O2,96.02113,Biotic
C4H4N2O1,96.032363,Biotic
C6H8O,96.057515,Biotic
H_1N_1O3S2,96.91799,Biotic
H3O3N1S1,96.983366,Biotic
H4N1O3P1,96.992882,Biotic
C4H3O2N1,97.016379,Biotic
Proline_C5H7NO,97.052764,Biotic
H3O4P1,97.976898,Biotic
C4H2O3,98.000395,Biotic
C5H6O2,98.03678,Biotic
C6H10O1,98.073165,Biotic
C4H5N1O2,99.032029,Biotic
C8H5N1O_1,99.047284,Biotic
Valine_C5H9NO,99.068414,Biotic
C4H4O3,100.016045,Biotic
C5H8O2,100.05243,Biotic
C4H8O1N2,100.063663,Biotic
C3H3O3N1,101.011294,Biotic
Threonine_C4H7NO2,101.047679,Biotic
C5H11N1O1,101.084064,Biotic
C4H6O1S1,102.013937,Biotic
C5H2O_1N4,102.033031,Biotic
C5H10O2,102.06808,Biotic
C6H14O1,102.104465,Biotic
C6H1N1O1,103.005814,Biotic
C8H9N1O_1,103.078584,Biotic
C6O2,103.98983,Biotic
C3H4O4,104.01096,Biotic
C7H4O1,104.026215,Biotic
C6H4N2,104.037448,Biotic
C4H8O3,104.047345,Biotic
C8H8,104.0626,Biotic
C6H3N1O1,105.021464,Biotic
C3H7N1O1S1,105.024836,Biotic
C6H5N2,105.045273,Biotic
C4H11N1O2,105.078979,Biotic
C3H6O4,106.0266395,Biotic
C6H4O1N1,106.029289,Biotic
C2H5O2N1S1,107.004101,Biotic
C2H6N1O2P1,107.013617,Biotic
C6H5N1O1,107.037114,Biotic
C7H9N1,107.073499,Biotic
C1H1O4P1,107.961248,Biotic
C6H4O2,108.02113,Biotic
C3H8O4,108.0422932,Biotic
C7H8O1,108.057515,Biotic
C8H12,108.0939,Biotic
C5H3O2N1,109.016379,Biotic
C2H7O2N1S1,109.019751,Biotic
C6H7O1N1,109.052764,Biotic
C5H2O3,110.0004544,Biotic
cytosine_(_H)_C4H4N3O,110.035437,Biotic
C6H6O2,110.03678,Biotic
C5H6O1N2,110.048013,Biotic
C7H10O1,110.073165,Biotic
C13H16O2P_2S_1,110.195432,Biotic
C1H1N_1O3S2,110.93364,Biotic
C3H1N3O2,111.006877,Biotic
uracil_(_H)_C4H3N2O2,111.019453,Biotic
C6H5Cl1,112.008,Biotic
C5H4O3,112.016045,Biotic
C4H4N2O2,112.027278,Biotic
C6H8O2,112.052473,Biotic
C5H12N4O_1,112.111281,Biotic
C8H16,112.1252,Biotic
H1S2O3,112.936714,Biotic
C1H4N_1O5P1,112.976564,Biotic
C5H7N1O2,113.047679,Biotic
Isoleucine_C6H11NO,113.084064,Biotic
C4H2O4,113.99531,Biotic
C4H3F1N2O1,114.0229412,Biotic
C5H6O3,114.031695,Biotic
Asparagine_C4H6N2O2,114.042928,Biotic
C6H10O2,114.06808,Biotic
C5H10N2O1,114.079313,Biotic
Aspartic_Acid_C4H5NO3,115.026944,Biotic
C5H7O3,115.03952,Biotic
C8H5N1,115.042199,Biotic
C5H9N1O2,115.063329,Biotic
C4H4O4,116.01096,Biotic
C3H4N2O3,116.022193,Biotic
C5H8O1S1,116.029587,Biotic
C5H8O3,116.047345,Biotic
C8H8O_1N2,116.073833,Biotic
C5H12O1N2,116.094963,Biotic
C4H7N1O1S1,117.024836,Biotic
C4H7O3N1,117.042594,Biotic
C5H3N5O_1,117.04393,Biotic
C8H7N1,117.057849,Biotic
C3H2O5,117.990225,Biotic
C4H6O4,118.02661,Biotic
C5H2N4,118.027946,Biotic
C8H6O1,118.041865,Biotic
C9H10,118.07825,Biotic
C3H5N1O2S1,119.004101,Biotic
C7H5N1O1,119.037114,Biotic
C6H5N3,119.048347,Biotic
C5H5N5O_1,119.05958,Biotic
C7H4O2,120.02113,Biotic
C6H4N2O1,120.032363,Biotic
C3H8O1N2S1,120.035735,Biotic
C4H8O4,120.0423337,Biotic
C8H8O1,120.057515,Biotic
C6H3N1O2,121.016379,Biotic
C3H7N1O2S1,121.019751,Biotic
C8H11N1,121.089149,Biotic
C2H2O4S1,121.967382,Biotic
C7H6O2,122.03678,Biotic
C6H8N3,122.071822,Biotic
C8H10O1,122.073165,Biotic
C5H1N1O3,122.995644,Biotic
C2H6N1O3P1,123.008532,Biotic
C6H7N2O1,123.055838,Biotic
C8H13N1,123.104799,Biotic
H1C1O5P1,123.956163,Biotic
C2H4O2S2,123.965274,Biotic
C2H5O4P1,123.992548,Biotic
C6H4O3,124.0161719,Biotic
C6H6N1O2,124.039854,Biotic
C2H3N_1O3S2,124.94929,Biotic
C4H3N3O2,125.022527,Biotic
thymine_(_H)_C5H5N2O2,125.035103,Biotic
C7H7Cl1,126.0237,Biotic
C6H6O3,126.031695,Biotic
C6H8N1S1,126.037746,Biotic
C5H6N2O2,126.042928,Biotic
C6H10N2O1,126.079313,Biotic
C5H10N4,126.090546,Biotic
C8H14O1,126.104465,Biotic
C5H5O3N1,127.026944,Biotic
C6H9O2N1,127.063329,Biotic
C7H17N3O_1,127.147332,Biotic
C5H4O4,128.01096,Biotic
C6H8O3,128.047345,Biotic
Glutamine_C5H8N2O2,128.058578,Biotic
Lysine_C6H12N2O,128.094963,Biotic
Glutamic_Acid_C5H7NO3,129.042594,Biotic
C6H11N1O2,129.078979,Biotic
C7H19N3O_1,129.162982,Biotic
C2H_6O7,129.917455,Biotic
C5H3Cl1O2,129.9822,Biotic
C5H6O4,130.02661,Biotic
C9H6O1,130.041865,Biotic
C6H10O3,130.062995,Biotic
C10H10,130.07825,Biotic
C6H14O1N2,130.110613,Biotic
C7H16N1O1,130.123189,Biotic
C8H5O1N1,131.037114,Biotic
Methionine_C5H9NOS,131.040486,Biotic
C5H9N1O3,131.058244,Biotic
C6H5O_1N5,131.05958,Biotic
C4H4O5,132.005875,Biotic
C8H4O2,132.02113,Biotic
pentose_C5H8O4,132.04226,Biotic
C9H8O1,132.057515,Biotic
C8H8N2,132.068748,Biotic
C10H12,132.0939,Biotic
C7H3N1O2,133.016379,Biotic
C4H7N1O2S1,133.019751,Biotic
C5H3N5,133.038845,Biotic
C5H9O4,133.050085,Biotic
C8H7N1O1,133.052764,Biotic
H7O6P1,133.998028,Biotic
C5H2O1N4,134.022861,Biotic
C8H6O2,134.03678,Biotic
adenine_(_H)_C5H4N5,134.04667,Biotic
C4H10O1N2S1,134.051385,Biotic
C5H10O4,134.05791,Biotic
C8H8N1O1,134.060589,Biotic
C7H5N1O2,135.032029,Biotic
C4H9N1O2S1,135.035401,Biotic
C8H9N1O1,135.068414,Biotic
C2O7,135.964405,Biotic
C4H9O3P1,136.028933,Biotic
C4H8O5,136.037175,Biotic
C5H4O1N4,136.038511,Biotic
C8H8O2,136.05243,Biotic
C9H12O1,136.088815,Biotic
C10H16,136.1252,Biotic
C3H8N1O3P1,137.024182,Biotic
C7H7N1O2,137.047679,Biotic
Histidine_C6H7N3O,137.058912,Biotic
C7H6O3,138.031695,Biotic
C6H6N2O2,138.042928,Biotic
C9H14O1,138.104465,Biotic
C2H4O3S2,139.960189,Biotic
C6H4O4,140.01096,Biotic
C7H8O3,140.0474882,Biotic
C8H14N1O1,140.107539,Biotic
C2H8O4N1P1,141.019097,Biotic
C8H15N1O1,141.115364,Biotic
C8H19N3O_1,141.162982,Biotic
O5P2,141.922101,Biotic
C1H3O6P1,141.966728,Biotic
C2H6O3S2,141.975839,Biotic
C10H6O1,142.041865,Biotic
C7H10O3,142.062995,Biotic
C6H10N2O2,142.074228,Biotic
C11H10,142.07825,Biotic
C10H10N2O_1,142.089483,Biotic
C6H9N1O3,143.058244,Biotic
C10H9N1,143.073499,Biotic
C7H13N1O2,143.094629,Biotic
C3H1N2O3P1,143.972481,Biotic
C6H8O4,144.04226,Biotic
C5H8N2O3,144.053493,Biotic
C10H8O1,144.057515,Biotic
C7H12O1S1,144.060887,Biotic
C7H12O3,144.078645,Biotic
C5H7N1O4,145.037509,Biotic
C6H4Cl2,145.969,Biotic
C9H6O2,146.03678,Biotic
C6H10O4,146.05791,Biotic
C10H10O1,146.073165,Biotic
C7H1N1O3,146.995644,Biotic
C8H5N1O2,147.032029,Biotic
C8H4O3,148.016045,Biotic
C5O5H8,148.037175,Biotic
C9H8O2,148.05243,Biotic
C6H12O4,148.07356,Biotic
C10H12O1,148.088815,Biotic
C6H5O1N4,149.046336,Biotic
C8H7N1O2,149.047679,Biotic
C9H11N1O1,149.084064,Biotic
C5H2N4S1,150.000018,Biotic
C8H6O3,150.031695,Biotic
guanine_(_H)_C5H4N5O,150.041585,Biotic
C5H10O5,150.052825,Biotic
C6H6O1N4,150.054161,Biotic
C9H10O2,150.06808,Biotic
C5H13N1O2P1,150.068392,Biotic
C10H14O1,150.104465,Biotic
C3H6N1O4P1,151.003447,Biotic
C7H5N1O3,151.026944,Biotic
C7H9N3O1,151.074562,Biotic
C3H5O5P1,151.987463,Biotic
C4H9O2P1S1,152.00609,Biotic
C3H8O1N2S2,152.007807,Biotic
C7H4O4,152.01096,Biotic
C8H8O3,152.047345,Biotic
C6H8N4O1,152.069811,Biotic
C10H16O1,152.120115,Biotic
C3H6O5S1,153.993597,Biotic
C3H7O5P1,154.003113,Biotic
C11H6O1,154.041865,Biotic
C10H18O1,154.135765,Biotic
C8H13O2N1,155.094629,Biotic
C7H8O4,156.04226,Biotic
C6H7N1O4,157.037509,Biotic
C10H7N1O1,157.052764,Biotic
C7H11O3N1,157.073894,Biotic
C6H11N3O2,157.085127,Biotic
C8H15N1O2,157.110279,Biotic
O6P2,157.917016,Biotic
C6H6O5,158.021525,Biotic
C10H6O2,158.03678,Biotic
C7H10O4,158.05791,Biotic
C10H10N2,158.084398,Biotic
C6H14O1N4,158.116761,Biotic
H3N1O5P2,158.94865,Biotic
C6H9N1O4,159.053159,Biotic
H2O6P2,159.932666,Biotic
C5H8N2O2S1,160.03065,Biotic
C6H8O5,160.037175,Biotic
C7H12O4,160.07356,Biotic
N3O2C6H14,160.108602,Biotic
C13H20O_1,160.161585,Biotic
H1O7P2N_1,160.916682,Biotic
diphosphate_H3O6P2,160.940491,Biotic
C6H11N1O4,161.068809,Biotic
H4O6P2,161.948316,Biotic
C9H6O3,162.031695,Biotic
C6H10O3S1,162.035067,Biotic
C10H10O2,162.06808,Biotic
C5H10O3N1P1,163.039832,Biotic
C6H11O5,163.06065,Biotic
Tyrosine_C9H9NO2,163.063329,Biotic
