Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Altamaha_PP48_000107-3_p08
123.288172858897,0,0,0,0,0,0,0,0,,None,124.295449325777,0,0,1037773.6
123.356257687201,0,0,0,0,0,0,0,0,,None,124.363534154081,0,0,1076286.6
123.525631260409,0,0,0,0,0,0,0,0,,None,124.532907727289,0,0,1027445.6
124.002725060768,0,0,0,0,0,0,0,0,,None,125.010001527648,0,0,1076450.3
124.00614605218,0,0,0,0,0,0,0,0,,None,125.01342251906,0,0,1145650.8
124.01307303479,0,0,0,0,0,0,0,0,,None,125.02034950167,0,0,1138995.8
124.019692018175,0,0,0,0,0,0,0,0,,None,125.026968485055,0,0,1032308.8
124.025895002604,0,0,0,0,0,0,0,0,,None,125.033171469484,0,0,1243605.8
124.039935967361,0,0,0,0,0,0,0,0,,None,125.047212434241,0,0,1330807.8
124.051640937983,5,7,1,3,0,0,0,0,CHON,Lignin,125.058917404863,-0.0443188175351725,1,1172601.6
124.062219911434,0,0,0,0,0,0,0,0,,None,125.069496378314,0,0,1128139.1
124.076574875411,0,0,0,0,0,0,0,0,,None,125.083851342291,0,0,1050893.4
124.089851842097,0,0,0,0,0,0,0,0,,None,125.097128308977,0,0,1195071.4
124.092797834705,0,0,0,0,0,0,0,0,,None,125.100074301585,0,0,1046015.8
124.098754819759,0,0,0,0,0,0,0,0,,None,125.106031286639,0,0,1121136.8
124.100273815948,0,0,0,0,0,0,0,0,,None,125.107550282828,0,0,1059472.9
124.107693797332,0,0,0,0,0,0,0,0,,None,125.114970264212,0,0,1145482.1
124.109571792621,0,0,0,0,0,0,0,0,,None,125.116848259501,0,0,1323554.4
124.117014773949,0,0,0,0,0,0,0,0,,None,125.124291240829,0,0,1067011.5
124.118131771146,0,0,0,0,0,0,0,0,,None,125.125408238026,0,0,1156899.6
124.119606767446,0,0,0,0,0,0,0,0,,None,125.126883234326,0,0,1176579.9
124.120098766212,0,0,0,0,0,0,0,0,,None,125.127375233092,0,0,1044707.9
124.122000761441,0,0,0,0,0,0,0,0,,None,125.129277228321,0,0,1281364.3
124.122595759948,0,0,0,0,0,0,0,0,,None,125.129872226828,0,0,1335844.4
124.126282750699,0,0,0,0,0,0,0,0,,None,125.133559217579,0,0,1421076.9
124.137364722901,0,0,0,0,0,0,0,0,,None,125.144641189781,0,0,1120974.6
124.170687639326,0,0,0,0,0,0,0,0,,None,125.177964106206,0,0,1027379.7
124.192754583992,0,0,0,0,0,0,0,0,,None,125.200031050872,0,0,1096703.1
124.22093451334,0,0,0,0,0,0,0,0,,None,125.22821098022,0,0,1167571.5
124.222252510036,0,0,0,0,0,0,0,0,,None,125.229528976916,0,0,1142451.6
124.236330474746,0,0,0,0,0,0,0,0,,None,125.243606941626,0,0,1043045.9
124.238348469687,0,0,0,0,0,0,0,0,,None,125.245624936567,0,0,1127918.1
124.241701461283,0,0,0,0,0,0,0,0,,None,125.248977928163,0,0,1310902.6
124.265486401669,0,0,0,0,0,0,0,0,,None,125.272762868549,0,0,1409930.4
124.337127222166,0,0,0,0,0,0,0,0,,None,125.344403689046,0,0,1058469.6
124.461545910624,0,0,0,0,0,0,0,0,,None,125.468822377504,0,0,1109161.5
124.525571750404,0,0,0,0,0,0,0,0,,None,125.532848217284,0,0,1117459.9
124.918376768921,0,0,0,0,0,0,0,0,,None,125.925653235801,0,0,1032405.8
125.392686587175,0,0,0,0,0,0,0,0,,None,126.399963054055,0,0,1182778.6
126.481716887853,0,0,0,0,0,0,0,0,,None,127.488993354733,0,0,1089299.5
127.541296280202,0,0,0,0,0,0,0,0,,None,128.548572747082,0,0,1054466.9
127.730368816822,0,0,0,0,0,0,0,0,,None,128.737645283702,0,0,1072176.5
127.880315449747,0,0,0,0,0,0,0,0,,None,128.887591916627,0,0,1044117.2
127.980067205754,0,0,0,0,0,0,0,0,,None,128.987343672634,0,0,1103598
128.62984162038,0,0,0,0,0,0,0,0,,None,129.63711808726,0,0,1153396.9
129.505176495537,0,0,0,0,0,0,0,0,,None,130.512452962417,0,0,1086597.1
129.836779693836,0,0,0,0,0,0,0,0,,None,130.844056160716,0,0,1076260.6
129.86585762362,0,0,0,0,0,0,0,0,,None,130.8731340905,0,0,1076765.1
130.079409108373,0,0,0,0,0,0,0,0,,None,131.086685575253,0,0,1097436
130.388537363831,0,0,0,0,0,0,0,0,,None,131.395813830711,0,0,1037784.9
130.517162054492,0,0,0,0,0,0,0,0,,None,131.524438521372,0,0,1042608.2
130.53519701114,0,0,0,0,0,0,0,0,,None,131.54247347802,0,0,1051845.8
130.574298917166,0,0,0,0,0,0,0,0,,None,131.581575384046,0,0,1105889.8
131.4480548237,0,0,0,0,0,0,0,0,,None,132.45533129058,0,0,1065398.8
131.550771578408,0,0,0,0,0,0,0,0,,None,132.558048045288,0,0,1176120.4
131.800976981617,0,0,0,0,0,0,0,0,,None,132.808253448497,0,0,1109659.1
131.871060814634,0,0,0,0,0,0,0,0,,None,132.878337281514,0,0,1036322.5
132.78167165219,0,0,0,0,0,0,0,0,,None,133.78894811907,0,0,1095099.8
132.887701401266,0,0,0,0,0,0,0,0,,None,133.894977868146,0,0,1038081.3
133.749205369175,0,0,0,0,0,0,0,0,,None,134.756481836055,0,0,1046794.3
134.301112073606,0,0,0,0,0,0,0,0,,None,135.308388540486,0,0,1155066.3
135.140734111985,0,0,0,0,0,0,0,0,,None,136.148010578865,0,0,1108225.1
136.012272087694,0,0,0,0,0,0,0,0,,None,137.019548554574,0,0,1074833.5
136.339793330098,0,0,0,0,0,0,0,0,,None,137.347069796978,0,0,1090553.3
136.660724589398,0,0,0,0,0,0,0,0,,None,137.668001056278,0,0,1072704
136.800189268028,0,0,0,0,0,0,0,0,,None,137.807465734908,0,0,1049339.1
136.819436223701,0,0,0,0,0,0,0,0,,None,137.826712690581,0,0,1051811.3
136.922035987507,0,0,0,0,0,0,0,0,,None,137.929312454387,0,0,1055887
137.290742140091,0,0,0,0,0,0,0,0,,None,138.298018606971,0,0,1087597.4
137.845037870176,0,0,0,0,0,0,0,0,,None,138.852314337056,0,0,1130431.5
138.444762501654,0,0,0,0,0,0,0,0,,None,139.452038968534,0,0,1090314.9
138.834954614317,0,0,0,0,0,0,0,0,,None,139.842231081197,0,0,1141691.6
139.525128050665,0,0,0,0,0,0,0,0,,None,140.532404517545,0,0,1059961.6
139.552544988704,0,0,0,0,0,0,0,0,,None,140.559821455584,0,0,1083654.4
139.569244950969,0,0,0,0,0,0,0,0,,None,140.576521417849,0,0,1131854.1
139.607621864269,0,0,0,0,0,0,0,0,,None,140.614898331149,0,0,1470432
139.622085831598,0,0,0,0,0,0,0,0,,None,140.629362298478,0,0,1059238.8
139.623846827621,0,0,0,0,0,0,0,0,,None,140.631123294501,0,0,1065991.6
139.630305813033,0,0,0,0,0,0,0,0,,None,140.637582279913,0,0,1083690.6
139.640420790189,0,0,0,0,0,0,0,0,,None,140.647697257069,0,0,1171311.4
139.671555719883,0,0,0,0,0,0,0,0,,None,140.678832186763,0,0,1114221.9
139.692339672959,0,0,0,0,0,0,0,0,,None,140.699616139839,0,0,1051143.6
139.750258542232,0,0,0,0,0,0,0,0,,None,140.757535009112,0,0,1067778.8
139.813705399088,0,0,0,0,0,0,0,0,,None,140.820981865968,0,0,1065984.5
139.814855396494,0,0,0,0,0,0,0,0,,None,140.822131863374,0,0,1069377
139.817975389456,0,0,0,0,0,0,0,0,,None,140.825251856336,0,0,1160738.5
140.183963565,0,0,0,0,0,0,0,0,,None,141.19124003188,0,0,1080367.3
142.101060280668,0,0,0,0,0,0,0,0,,None,143.108336747548,0,0,1084276.3
142.787853759781,0,0,0,0,0,0,0,0,,None,143.795130226661,0,0,1080205.3
142.925802455183,0,0,0,0,0,0,0,0,,None,143.933078922063,0,0,1105075.1
143.467999260848,0,0,0,0,0,0,0,0,,None,144.475275727728,0,0,1143400
144.589727804413,0,0,0,0,0,0,0,0,,None,145.597004271293,0,0,1087566.3
144.869434194928,0,0,0,0,0,0,0,0,,None,145.876710661808,0,0,1167265.4
145.21929743427,0,0,0,0,0,0,0,0,,None,146.22657390115,0,0,1186042.4
145.292034276366,0,0,0,0,0,0,0,0,,None,146.299310743246,0,0,1088993
146.320088053287,0,0,0,0,0,0,0,0,,None,147.327364520167,0,0,1107431.6
146.593597464585,0,0,0,0,0,0,0,0,,None,147.600873931465,0,0,1064539.5
147.116927341371,0,0,0,0,0,0,0,0,,None,148.124203808251,0,0,1120024.1
147.858368757214,0,0,0,0,0,0,0,0,,None,148.865645224094,0,0,1072694.9
149.30401769261,0,0,0,0,0,0,0,0,,None,150.31129415949,0,0,1137650.3
150.232797740498,0,0,0,0,0,0,0,0,,None,151.240074207378,0,0,1066236.6
151.527642040819,0,0,0,0,0,0,0,0,,None,152.534918507699,0,0,1091355.5
152.078868899232,0,0,0,0,0,0,0,0,,None,153.086145366112,0,0,1080118.3
153.140403713697,0,0,0,0,0,0,0,0,,None,154.147680180577,0,0,1131734.9
153.37029424262,0,0,0,0,0,0,0,0,,None,154.3775707095,0,0,1091387.1
156.746018416292,0,0,0,0,0,0,0,0,,None,157.753294883172,0,0,1091799
157.663524590221,0,0,0,0,0,0,0,0,,None,158.670801057101,0,0,1091368.1
157.776793365652,0,0,0,0,0,0,0,0,,None,158.784069832532,0,0,1218601.4
158.173634580359,0,0,0,0,0,0,0,0,,None,159.180911047239,0,0,1088269.8
158.247950433556,0,0,0,0,0,0,0,0,,None,159.255226900436,0,0,1195576.5
159.404309159791,0,0,0,0,0,0,0,0,,None,160.411585626671,0,0,1131407.8
159.840251307695,0,0,0,0,0,0,0,0,,None,160.847527774575,0,0,1157448.8
160.841412361364,0,0,0,0,0,0,0,0,,None,161.848688828244,0,0,2246786
160.841795360623,0,0,0,0,0,0,0,0,,None,161.849071827503,0,0,6887298
161.11548183111,0,0,0,0,0,0,0,0,,None,162.12275829799,0,0,1136669.1
161.270832531033,0,0,0,0,0,0,0,0,,None,162.278108997913,0,0,1082484.9
161.465217156054,0,0,0,0,0,0,0,0,,None,162.472493622934,0,0,1159010.6
161.910316299508,0,0,0,0,0,0,0,0,,None,162.917592766388,0,0,1112093
162.838456522676,0,0,0,0,0,0,0,0,,None,163.845732989556,0,0,1272419.8
162.838835521953,0,0,0,0,0,0,0,0,,None,163.846111988833,0,0,5305828
162.842163515605,0,0,0,0,0,0,0,0,,None,163.849439982485,0,0,2679141.8
164.835876741168,0,0,0,0,0,0,0,0,,None,165.843153208048,0,0,3113261.5
164.83767473779,0,0,0,0,0,0,0,0,,None,165.84495120467,0,0,1305774.5
164.839248734833,0,0,0,0,0,0,0,0,,None,165.846525201713,0,0,3329839.3
165.019098397179,0,0,0,0,0,0,0,0,,None,166.026374864059,0,0,2275472.8
166.213636166331,0,0,0,0,0,0,0,0,,None,167.220912633211,0,0,1202705.1
166.834702014555,0,0,0,0,0,0,0,0,,None,167.841978481435,0,0,1407321.1
166.836328011547,0,0,0,0,0,0,0,0,,None,167.843604478427,0,0,1170138
169.506363122692,0,0,0,0,0,0,0,0,,None,170.513639589572,0,0,1141744
170.955544511581,0,0,0,0,0,0,0,0,,None,171.962820978461,0,0,1251411.5
171.01148641138,0,0,0,0,0,0,0,0,,None,172.01876287826,0,0,3406478.3
171.011913410616,0,0,0,0,0,0,0,0,,None,172.019189877496,0,1,17133198
172.015279620911,8,3,2,3,0,0,0,0,CHON,ConHC,173.022556087791,-0.171837083553278,1,1682663.8
172.962004945197,0,0,0,0,0,0,0,0,,None,173.969281412077,0,1,1123673.6
173.081715734201,0,0,0,0,0,0,0,0,,None,174.088992201081,0,0,1326799.5
175.076262248135,0,0,0,0,0,0,0,0,,None,176.083538715015,0,0,1223153.8
175.540680444365,0,0,0,0,0,0,0,0,,None,176.547956911245,0,0,1131890.4
175.866160882837,0,0,0,0,0,0,0,0,,None,176.873437349717,0,0,1188599.1
178.486333415682,0,0,0,0,0,0,0,0,,None,179.493609882562,0,0,1291615.4
179.543542639924,0,0,0,0,0,0,0,0,,None,180.550819106804,0,0,1112334.5
181.050413135232,0,0,0,0,0,0,0,0,,None,182.057689602112,0,0,2071989.8
181.086798075135,0,0,0,0,0,0,0,0,,None,182.094074542015,0,0,1352641
183.066077832968,0,0,0,0,0,0,0,0,,None,184.073354299848,0,0,1708674.5
184.633838302346,0,0,0,0,0,0,0,0,,None,185.641114769226,0,0,1316061
184.78999405209,0,0,0,0,0,0,0,0,,None,185.79727051897,0,0,1175555.8
185.027616671899,8,10,3,0,0,1,0,0,CHOS,Lignin,186.034893138779,0.923152199457465,1,1254526
185.045354643549,0,0,0,0,0,0,0,0,,None,186.052631110429,0,0,1443074.3
185.081733585419,0,0,0,0,0,0,0,0,,None,186.089010052299,0,0,2103563
186.50628732299,0,0,0,0,0,0,0,0,,None,187.51356378987,0,0,1232084.6
187.006899534343,7,8,4,0,0,1,0,0,CHOS,Lignin,188.014176001223,0.816076640353393,1,1128897.3
187.060982449342,0,0,0,0,0,0,0,0,,None,188.068258916222,0,0,1502028.8
187.097380392157,0,0,0,0,0,0,0,0,,None,188.104656859037,0,0,1890388.5
187.766581343912,0,0,0,0,0,0,0,0,,None,188.773857810792,0,0,1175871.1
188.672345934536,0,0,0,0,0,0,0,0,,None,189.679622401416,0,0,1233872.8
189.055486341622,0,0,0,0,0,0,0,0,,None,190.062762808502,0,0,1214168.5
189.484425680123,0,0,0,0,0,0,0,0,,None,190.491702147003,0,0,1125670.5
191.245020990244,0,0,0,0,0,0,0,0,,None,192.252297457124,0,0,1121165.9
193.050449273836,10,10,4,0,0,0,0,0,CHO,Lignin,194.057725740716,0.943372305746512,1,3368022
193.086828219536,11,14,3,0,0,0,0,0,CHO,Lignin,194.094104686416,0.976996621221462,1,2493274.8
193.099649200403,0,0,0,0,0,0,0,0,,None,194.106925667283,0,0,1140956.6
194.044476796274,0,0,0,0,0,0,0,0,,None,195.051753263154,0,0,1189207.6
194.082032740699,0,0,0,0,0,0,0,0,,None,195.089309207579,0,0,1144988.4
194.109536700011,0,0,0,0,0,0,0,0,,None,195.116813166891,0,0,1160159.8
195.029700344369,0,0,0,0,0,0,0,0,,None,196.036976811249,0,0,2909774
195.066083290991,0,0,0,0,0,0,0,0,,None,196.073359757871,0,0,4582226
195.102495237587,11,16,3,0,0,0,0,0,CHO,Lignin,196.109771704467,0.880503971138717,1,1614422.3
195.138843184295,0,0,0,0,0,0,0,0,,None,196.146119651175,0,0,1619546.5
195.810708202272,0,0,0,0,0,0,0,0,,None,196.817984669152,0,0,13879717
195.812430199762,0,0,0,0,0,0,0,0,,None,196.819706666642,0,0,1405221
195.844151153541,0,0,0,0,0,0,0,0,,None,196.851427620421,0,0,1195560.4
197.045384412678,9,10,5,0,0,0,0,0,CHO,Lignin,198.052660879558,0.82075111532547,1,3971106.5
197.081743360272,10,14,4,0,0,0,0,0,CHO,Lignin,198.089019827152,0.954675064434056,1,4765222
197.726289434057,0,0,0,0,0,0,0,0,,None,198.733565900937,0,0,1255009.9
197.807768317347,0,0,0,0,0,0,0,0,,None,198.815044784227,0,0,18026090
198.040697984166,8,9,5,1,0,0,0,0,CHON,Lignin,199.047974451046,0.492110278877754,1,1287805.8
198.939770704586,0,0,0,0,0,0,0,0,,None,199.947047171466,0,0,1301449.3
199.006875609491,8,8,4,0,0,1,0,0,CHOS,Lignin,200.014152076371,0.886731397447983,1,7504590.5
199.061017532808,9,12,5,0,0,0,0,0,CHO,Lignin,200.068293999688,0.897173702570482,1,3904211
199.097405481291,10,16,4,0,0,0,0,0,CHO,Protein,200.104681948171,0.884806029432873,1,2505173.8
199.804826483064,0,0,0,0,0,0,0,0,,None,200.812102949944,0,0,6982924
200.010156194509,7,8,4,0,1,1,0,0,CHOS,Lignin,201.017432661389,1.25169050096997,1,1131611
201.040203754952,0,0,0,0,0,0,0,0,,None,202.047480221832,0,0,1257186
201.076651704257,9,14,5,0,0,0,0,0,CHO,AminoSugar,202.083928171137,0.966869381532387,1,2035300.4
201.113025653682,0,0,0,0,0,0,0,0,,None,202.120302120562,0,0,1140582.6
201.801900698985,0,0,0,0,0,0,0,0,,None,202.809177165865,0,0,2168721.8
203.034809005107,11,8,4,0,0,0,0,0,CHO,ConHC,204.042085471987,0.849203302318725,1,1639768
203.038166000521,8,12,4,0,0,1,0,0,CHOS,Protein,204.045442467401,0.916933977446568,2,1159384.1
203.071233955351,12,12,3,0,0,0,0,0,CHO,Lignin,204.078510422231,0.65577344991498,1,1949145.9
204.825159578968,0,0,0,0,0,0,0,0,,None,205.832436045848,0,0,1234735.4
205.05044927648,11,10,4,0,0,0,0,0,CHO,Lignin,206.05772574336,0.888421142001025,1,3721785.3
205.05381927196,8,14,4,0,0,1,0,0,CHOS,Protein,206.06109573884,0.892400185798159,2,1317689.4
205.086840227678,12,14,3,0,0,0,0,0,CHO,Lignin,206.094116694558,0.861844797028295,1,2129466.8
205.911578126032,0,0,0,0,0,0,0,0,,None,206.918854592912,0,0,1126749.3
206.045693947676,10,9,4,1,0,0,0,0,CHON,Lignin,207.052970414556,0.904927580984098,1,1677410.5
207.029709645813,10,8,5,0,0,0,0,0,CHO,Lignin,208.036986112693,0.900102479498348,1,2497671.8
207.066092597905,11,12,4,0,0,0,0,0,CHO,Lignin,208.073369064785,0.912220606629275,1,4032137
207.102514549962,12,16,3,0,0,0,0,0,CHO,Lignin,208.109791016842,0.736933410472723,1,1997962.4
209.045391015928,10,10,5,0,0,0,0,0,CHO,Lignin,210.052667482808,0.742426621214061,1,3202250.8
209.081766968921,11,14,4,0,0,0,0,0,CHO,Lignin,210.089043435801,0.787770729564788,1,3865804
210.040573735674,0,0,0,0,0,0,0,0,,None,211.047850202554,0,0,1296616.6
211.002191509949,0,0,0,0,0,0,0,0,,None,212.009467976829,0,1,1230531.9
211.024628481482,9,8,6,0,0,0,0,0,CHO,Tannin,212.031904948362,0.863271204135948,1,2192900.5
211.061026435316,10,12,5,0,0,0,0,0,CHO,Lignin,212.068302902196,0.804427167845866,1,7122181.5
211.097442389142,11,16,4,0,0,0,0,0,CHO,Lignin,212.104718856022,0.660739555015564,1,3751686.5
211.485947897531,0,0,0,0,0,0,0,0,,None,212.493224364411,0,0,1219217.4
211.789832514259,0,0,0,0,0,0,0,0,,None,212.797108981139,0,0,1157273.6
212.056249179153,9,11,5,1,0,0,0,0,CHON,Lignin,213.063525646033,0.923775041722796,1,1861152.9
213.040283948755,9,10,6,0,0,0,0,0,CHO,Tannin,214.047560415635,0.829899508346434,1,4753211.5
213.076692903452,10,14,5,0,0,0,0,0,CHO,Lignin,214.083969370332,0.720229395857912,1,8848701
213.113124858136,11,18,4,0,0,0,0,0,CHO,Protein,214.120401325016,0.503180373897989,1,1806397.6
213.210751736782,0,0,0,0,0,0,0,0,,None,214.218028203662,0,0,1193408.3
213.678980156327,0,0,0,0,0,0,0,0,,None,214.686256623207,0,0,1325517.1
214.138807588821,0,0,0,0,0,0,0,0,,None,215.146084055701,0,0,1179865.8
214.934775612377,0,0,0,0,0,0,0,0,,None,215.942052079257,0,0,1178992.1
215.00177353053,8,8,5,0,0,1,0,0,CHOS,Lignin,216.00904999741,0.898387775593604,2,2264434
215.055948464387,9,12,6,0,0,0,0,0,CHO,Tannin,216.063224931267,0.755272135578517,1,5244275.5
215.071134445852,0,0,0,0,0,0,0,0,,None,216.078410912732,0,0,1171188
215.092341419973,10,16,5,0,0,0,0,0,CHO,Protein,216.099617886853,0.720673402227546,1,3856244.8
217.050473053269,12,10,4,0,0,0,0,0,CHO,Lignin,218.057749520149,0.730491126751848,1,2398384.3
217.053863049211,9,14,4,0,0,1,0,0,CHOS,Protein,218.061139516091,0.642534060903734,1,1711664.4
217.071632027941,9,14,6,0,0,0,0,0,CHO,AminoSugar,218.078908494821,0.594680064617585,1,2143921
217.086902009665,13,14,3,0,0,0,0,0,CHO,Lignin,218.094178476545,0.531142810917089,1,1856689.5
217.107984984437,10,18,5,0,0,0,0,0,CHO,Protein,218.115261451317,0.743813074887937,1,3738546.3
219.029862706452,11,8,5,0,0,0,0,0,CHO,ConHC,220.037139173332,0.155400893450081,1,2042102.4
219.066139663866,12,12,4,0,0,0,0,0,CHO,Lignin,220.073416130746,0.64861470461184,1,3606519.8
219.102564621122,13,16,3,0,0,0,0,0,CHO,Lignin,220.109841088002,0.469274328949521,1,1471737.1
220.061350501522,11,11,4,1,0,0,0,0,CHON,Lignin,221.068626968402,0.818199761921087,1,1246624.1
220.146741402324,0,0,0,0,0,0,0,0,,None,221.154017869204,0,0,2497571.8
221.0090444053,10,6,6,0,0,0,0,0,CHO,ConHC,222.01632087218,0.527227095109674,1,1147082.4
221.045438363408,11,10,5,0,0,0,0,0,CHO,Lignin,222.052714830288,0.489078513458675,1,5002316
221.081777321595,12,14,4,0,0,0,0,0,CHO,Lignin,222.089053788475,0.698590598198501,1,21043790
221.118227279669,13,18,3,0,0,0,0,0,CHO,Lignin,222.125503746549,0.408316691185834,1,1786703.5
221.121584275809,10,22,3,0,0,1,0,0,CHOS,Protein,222.128860742689,0.4705368358628,1,1332559.6
221.154593237855,14,22,2,0,0,0,0,0,CHO,Lipid,222.161869704735,0.496240262967238,1,1593681.3
222.040662223732,10,9,5,1,0,0,0,0,CHON,Lignin,223.047938690612,0.599485425181083,1,2304893.3
222.07710018222,11,13,4,1,0,0,0,0,CHON,Lignin,223.0843766491,0.364264862719365,1,1451391.1
222.085168173031,11,14,4,0,1,0,0,0,CHO,Lignin,223.092444639911,0.534019380668227,1,2809983.5
222.090177167326,8,18,4,1,0,0,1,0,CHONP,Protein,223.097453634206,-0.488812419501827,1,1234175.8
223.024678108028,10,8,6,0,0,0,0,0,CHO,Lignin,224.031954574908,0.595515458150599,1,3325619
