Sample,MLBl,IDEG,CRAM_ratio,IOS_ratio,NeutralMass.mean,DBE.mean,DBEO.mean,AI.mean,AImod.mean,O_C.mean,H_C.mean,N_C.mean,P_C.mean,N_P.mean,P_N.mean,NOSC.mean,GFE.mean,PI.mean,TheoMass.mean,KMD-CH2.mean,KMD-CO2.mean,KMD-H2.mean,KMD-O2.mean,KMD-OH.mean,KMD-CHO.mean,KMD-H2O.mean,KMD-OCH2.mean,KMD-C6H4O.mean,Ymet.mean,NeutralMass.se,DBE.se,DBEO.se,AI.se,AImod.se,O_C.se,H_C.se,N_C.se,P_C.se,N_P.se,P_N.se,NOSC.se,GFE.se,PI.se,TheoMass.se,KMD-CH2.se,KMD-CO2.se,KMD-H2.se,KMD-O2.se,KMD-OH.se,KMD-CHO.se,KMD-H2O.se,KMD-OCH2.se,KMD-C6H4O.se,Ymet.se
Altamaha_PP48_000107-2_p08,0.10824578159821713,0.6651314848366846,0.5466411970709965,0.06717605858007004,408.4469801558211,9.261001756308453,-0.6378433262882308,0.05789566782228134,0.29621151849848726,0.5385325280436803,1.1354774003001196,0.006666924254353259,0.0,inf,0.0,-0.03323710409839418,61.24725772877413,0.5451994494616397,407.4392418656376,0.34775609712794214,-0.20138999706999067,3.0562638084477474,-0.23672465068351184,-0.041535163940594796,-0.06870185355619961,0.13169667235026664,0.0361739473160928,0.008892898876033218,0.11476053237719824,0.0033168951426605477,7.324700445759145e-05,2.17526096998095e-05,6.695692370132684e-07,2.6359827257158497e-06,4.9816998487381735e-06,1.0369048000866799e-05,7.390390582107906e-08,0.0,,0.0,3.7939836750910092e-06,0.000552822511061935,4.969924881487936e-06,0.00330826104438082,2.845864454531537e-06,1.6836283197602976e-06,2.481485249336521e-05,1.9640410356665646e-06,5.140972429978764e-07,6.807767213652459e-07,1.1327218322666796e-06,4.815704291104876e-07,3.9061451357712583e-07,1.0754715627962661e-06
