Sample,MLBl,IDEG,CRAM_ratio,IOS_ratio,NeutralMass.mean,DBE.mean,DBEO.mean,AI.mean,AImod.mean,O_C.mean,H_C.mean,N_C.mean,P_C.mean,N_P.mean,P_N.mean,NOSC.mean,GFE.mean,PI.mean,NKM.mean,KMD-CH2.mean,KMD-CO2.mean,KMD-H2.mean,KMD-O2.mean,KMD-H2O.mean,KMD-CHO.mean,KMD-OCH2.mean,KMD-C6H4O.mean,Ymet.mean,NeutralMass.se,DBE.se,DBEO.se,AI.se,AImod.se,O_C.se,H_C.se,N_C.se,P_C.se,N_P.se,P_N.se,NOSC.se,GFE.se,PI.se,NKM.se,KMD-CH2.se,KMD-CO2.se,KMD-H2.se,KMD-O2.se,KMD-H2O.se,KMD-CHO.se,KMD-OCH2.se,KMD-C6H4O.se,Ymet.se
Altamaha_PP48_000107-4_p08,0.1046831955922865,0.701133834528324,0.5567799204162841,0.06795224977043159,408.9664853191616,9.279571093949366,-0.49731809641615465,0.059298066660501865,0.29711771386811386,0.5280627321182785,1.1399752740379852,0.00731310244300802,0.0,inf,0.0,-0.05593981984371478,61.894285135086236,0.5353758426681887,407.8489638184269,0.3457369945410109,0.2041093017895498,3.0576982547337064,0.23948900971544987,0.12957819738389711,0.07209096673407535,0.04635367972484396,0.036653528874091824,0.11310766623240222,0.003313397324344558,7.297441949179605e-05,2.0243514378099e-05,6.510962711759119e-07,2.6062083020868933e-06,4.835315931845503e-06,1.039454942706354e-05,7.625930152596874e-08,0.0,,0.0,3.56771900734841e-06,0.0005596076986175697,4.824679226573236e-06,0.003303840472023903,2.804550438650397e-06,1.7114791315072248e-06,2.4752603892804218e-05,1.9925434851294424e-06,1.089690726721059e-06,6.950113173852304e-07,4.074060411137027e-07,3.068469619660742e-07,1.0485292861005322e-06
