Sample,MLBl,IDEG,CRAM_ratio,IOS_ratio,NeutralMass.mean,DBE.mean,DBEO.mean,AI.mean,AImod.mean,O_C.mean,H_C.mean,N_C.mean,P_C.mean,N_P.mean,P_N.mean,NOSC.mean,GFE.mean,PI.mean,NKM.mean,KMD-CH2.mean,KMD-CO2.mean,KMD-H2.mean,KMD-O2.mean,KMD-H2O.mean,KMD-CHO.mean,Ymet.mean,NeutralMass.se,DBE.se,DBEO.se,AI.se,AImod.se,O_C.se,H_C.se,N_C.se,P_C.se,N_P.se,P_N.se,NOSC.se,GFE.se,PI.se,NKM.se,KMD-CH2.se,KMD-CO2.se,KMD-H2.se,KMD-O2.se,KMD-H2O.se,KMD-CHO.se,Ymet.se
Altamaha_SW48_000107-4_p08,0.11565721649484537,0.6680956189447912,0.5260953608247423,0.06507731958762887,405.42836634307594,9.146805560440672,-0.6581266410206665,0.05757715164906423,0.2950828161652962,0.537404615866649,1.1398624862868347,0.007001651502335317,0.0,inf,0.0,-0.03670598440215529,61.34612095957221,0.5444062503418453,404.314300340906,0.34524052092854235,0.19983710484941597,3.0336816630689594,0.23490997398707025,0.1311716453587165,0.0692608925704945,0.11567262224158051,0.0033368362254808798,7.331071245262823e-05,2.1614329769053983e-05,6.90390204099226e-07,2.6539088922608842e-06,4.944549202769896e-06,1.0786371452285917e-05,8.423110982847477e-08,0.0,,0.0,4.612589411002943e-06,0.000579710264414525,4.932407645595393e-06,0.003327160597668464,2.840440385775058e-06,1.7321874099141195e-06,2.493516861085014e-05,2.013041751289369e-06,1.1278820157149866e-06,7.299659969151015e-07,1.0843661582112043e-06
