Sample,MLBl,IDEG,CRAM_ratio,IOS_ratio,NeutralMass.mean,DBE.mean,DBEO.mean,AI.mean,AImod.mean,O_C.mean,H_C.mean,N_C.mean,P_C.mean,N_P.mean,P_N.mean,NOSC.mean,GFE.mean,PI.mean,NKM.mean,KMD-CH2.mean,KMD-CO2.mean,KMD-H2.mean,KMD-O2.mean,KMD-H2O.mean,KMD-CHO.mean,KMD-OCH2.mean,KMD-C6H4O.mean,Ymet.mean,NeutralMass.se,DBE.se,DBEO.se,AI.se,AImod.se,O_C.se,H_C.se,N_C.se,P_C.se,N_P.se,P_N.se,NOSC.se,GFE.se,PI.se,NKM.se,KMD-CH2.se,KMD-CO2.se,KMD-H2.se,KMD-O2.se,KMD-H2O.se,KMD-CHO.se,KMD-OCH2.se,KMD-C6H4O.se,Ymet.se
Altamaha_SW48_000107-3_p08,0.12544420753375976,0.6533640250462442,0.5493958777540867,0.07142857142857142,399.23509658988473,8.857868039341868,-0.6126624246417257,0.058018004844879886,0.2862007300784234,0.5211199037044257,1.1660598957571615,0.007210853372674828,0.0,inf,0.0,-0.09428605878000781,62.987153371310775,0.5283307548013809,398.1166104275447,0.3339038170526286,0.20285317990738802,2.9811743643570816,0.23737802975362515,0.12338848076045404,0.07396199434374506,0.0465364030204412,0.03823553052370601,0.11489665592433385,0.003648950002995749,7.731823593939987e-05,2.378545616317999e-05,7.871121763140388e-07,2.804908579539301e-06,5.144895945478787e-06,1.279713761821624e-05,1.0365386924997712e-07,0.0,,0.0,6.364379105266003e-06,0.0006966814200590526,5.131207035870288e-06,0.003638023889708477,2.987987148284345e-06,2.0427652832008295e-06,2.7134415173925073e-05,2.348334757533968e-06,1.1440461995509119e-06,9.531159108632559e-07,5.164058531634336e-07,4.941009623216369e-07,1.1781421033137073e-06
