Sample,MLBl,IDEG,CRAM_ratio,IOS_ratio,NeutralMass.mean,DBE.mean,DBEO.mean,AI.mean,AImod.mean,O_C.mean,H_C.mean,N_C.mean,P_C.mean,N_P.mean,P_N.mean,NOSC.mean,GFE.mean,PI.mean,TheoMass.mean,KMD-CH2.mean,KMD-CO2.mean,KMD-H2.mean,KMD-O2.mean,KMD-OH.mean,KMD-CHO.mean,KMD-H2O.mean,KMD-OCH2.mean,KMD-C6H4O.mean,Ymet.mean,NeutralMass.se,DBE.se,DBEO.se,AI.se,AImod.se,O_C.se,H_C.se,N_C.se,P_C.se,N_P.se,P_N.se,NOSC.se,GFE.se,PI.se,TheoMass.se,KMD-CH2.se,KMD-CO2.se,KMD-H2.se,KMD-O2.se,KMD-OH.se,KMD-CHO.se,KMD-H2O.se,KMD-OCH2.se,KMD-C6H4O.se,Ymet.se
Altamaha_SW48_000107-2_p08,0.10468696544645911,0.6807351533466353,0.5501197399931577,0.06979131029763941,410.1672521949051,9.24252050376619,-0.7257641078599237,0.05461587275650688,0.293529054826621,0.5409988595972266,1.1381519736479526,0.0067312801214659355,0.0,inf,0.0,-0.030326093424536543,61.16429403105282,0.5477301268579065,409.15951622306955,0.3493798361152305,-0.202084841682979,3.0693233049271385,-0.23756868391713923,-0.04155507560125072,-0.06883646737308836,0.13240817351200712,0.0364821360878104,0.009085902650204758,0.1144594041776626,0.0035528397353309146,7.81914320918876e-05,2.3659741233633075e-05,6.927465691980728e-07,2.786687133445768e-06,5.330387484827618e-06,1.1110998057149445e-05,8.398024656361365e-08,0.0,,0.0,4.226903756810309e-06,0.0005912593569350773,5.316895109418707e-06,0.0035436385080890595,3.049561634910151e-06,1.80626704669451e-06,2.658026366134594e-05,2.1062678185852083e-06,5.591971261369862e-07,7.357663460360344e-07,1.2168340580971767e-06,5.245361644808162e-07,4.29255111076829e-07,1.1441176358555335e-06
