Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Altamaha_SW48_000107-2_p08
103.727681814174,0,0,0,0,0,0,0,0,,None,104.734958281054,0,0,1036054.1
105.608283637993,0,0,0,0,0,0,0,0,,None,106.615560104873,0,0,1028620.4
106.978597903427,0,0,0,0,0,0,0,0,,None,107.985874370307,0,0,1028572.6
107.54154037825,0,0,0,0,0,0,0,0,,None,108.54881684513,0,0,1205469
107.573091292924,0,0,0,0,0,0,0,0,,None,108.580367759804,0,0,1031997.3
107.772578753817,0,0,0,0,0,0,0,0,,None,108.779855220697,0,0,1047718.1
108.944145600976,0,0,0,0,0,0,0,0,,None,109.951422067856,0,0,1067975.6
109.22345885265,0,0,0,0,0,0,0,0,,None,110.23073531953,0,0,1283428.6
110.007577758732,0,0,0,0,0,0,0,0,,None,111.014854225612,0,0,1080024
110.22339718418,0,0,0,0,0,0,0,0,,None,111.23067365106,0,0,1149817.3
110.690221944021,0,0,0,0,0,0,0,0,,None,111.697498410901,0,0,1027610.6
111.555935653635,0,0,0,0,0,0,0,0,,None,112.563212120515,0,0,1025881.6
111.593263555154,0,0,0,0,0,0,0,0,,None,112.600540022034,0,0,1089938
111.593849553608,0,0,0,0,0,0,0,0,,None,112.601126020488,0,0,1260946
111.602193531598,0,0,0,0,0,0,0,0,,None,112.609469998478,0,0,1228849.6
111.605072524004,0,0,0,0,0,0,0,0,,None,112.612348990884,0,0,1040205.5
111.606575520039,0,0,0,0,0,0,0,0,,None,112.613851986919,0,0,1057469.4
111.609578512118,0,0,0,0,0,0,0,0,,None,112.616854978998,0,0,1081017.3
111.610002511,0,0,0,0,0,0,0,0,,None,112.61727897788,0,0,1109173.3
111.612367504762,0,0,0,0,0,0,0,0,,None,112.619643971642,0,0,1032205.2
111.618218489329,0,0,0,0,0,0,0,0,,None,112.625494956209,0,0,1032004.9
111.621380480989,0,0,0,0,0,0,0,0,,None,112.628656947869,0,0,1120508.8
111.633690448523,0,0,0,0,0,0,0,0,,None,112.640966915403,0,0,1083504.3
111.6428374244,0,0,0,0,0,0,0,0,,None,112.65011389128,0,0,1065653.9
111.649407407074,0,0,0,0,0,0,0,0,,None,112.656683873954,0,0,1174855.6
111.649829405962,0,0,0,0,0,0,0,0,,None,112.657105872842,0,0,1160737.6
111.708897250226,0,0,0,0,0,0,0,0,,None,112.716173717106,0,0,1083891.1
111.734837181852,0,0,0,0,0,0,0,0,,None,112.742113648732,0,0,1072192.1
111.737102175882,0,0,0,0,0,0,0,0,,None,112.744378642762,0,0,1139528
111.737606174554,0,0,0,0,0,0,0,0,,None,112.744882641434,0,0,1046119.9
111.761036112806,0,0,0,0,0,0,0,0,,None,112.768312579686,0,0,1085399
111.787924041957,0,0,0,0,0,0,0,0,,None,112.795200508837,0,0,1107477.9
112.250934823776,0,0,0,0,0,0,0,0,,None,113.258211290656,0,0,1036363.6
112.511542139658,0,0,0,0,0,0,0,0,,None,113.518818606538,0,0,1077741.9
112.868959203207,0,0,0,0,0,0,0,0,,None,113.876235670087,0,0,1029769.6
112.969607939878,0,0,0,0,0,0,0,0,,None,113.976884406758,0,0,1055710.3
113.017079815734,0,0,0,0,0,0,0,0,,None,114.024356282614,0,0,1035544.7
113.104382587523,0,0,0,0,0,0,0,0,,None,114.111659054403,0,0,1107934
113.461829654446,0,0,0,0,0,0,0,0,,None,114.469106121326,0,0,1024695.3
113.9268384437,0,0,0,0,0,0,0,0,,None,114.93411491058,0,0,1041703.2
113.929211437531,0,0,0,0,0,0,0,0,,None,114.936487904411,0,0,1039779.1
113.942177403822,0,0,0,0,0,0,0,0,,None,114.949453870702,0,0,1226522.8
114.066159081634,0,0,0,0,0,0,0,0,,None,115.073435548514,0,0,1070371.9
114.603551688012,0,0,0,0,0,0,0,0,,None,115.610828154892,0,0,1063053.3
115.634119028529,0,0,0,0,0,0,0,0,,None,116.641395495409,0,0,1085033.4
116.942286677384,0,0,0,0,0,0,0,0,,None,117.949563144264,0,0,1120324.8
117.674741813085,0,0,0,0,0,0,0,0,,None,118.682018279965,0,0,1092872.8
117.813188461669,0,0,0,0,0,0,0,0,,None,118.820464928549,0,0,1069563.9
117.835521405011,0,0,0,0,0,0,0,0,,None,118.842797871891,0,0,1043508.4
118.089915760181,0,0,0,0,0,0,0,0,,None,119.097192227061,0,0,1117171
118.108113714093,0,0,0,0,0,0,0,0,,None,119.115390180973,0,0,1056963.5
118.28046227787,0,0,0,0,0,0,0,0,,None,119.28773874475,0,0,1085848.6
118.862767807547,0,0,0,0,0,0,0,0,,None,119.870044274427,0,0,1052925.4
119.263309799329,0,0,0,0,0,0,0,0,,None,120.270586266209,0,0,1042750.8
119.479194256982,0,0,0,0,0,0,0,0,,None,120.486470723862,0,0,1050121.4
119.830042377166,0,0,0,0,0,0,0,0,,None,120.837318844046,0,0,1055100.3
120.464025792317,0,0,0,0,0,0,0,0,,None,121.471302259197,0,0,1090812
120.745964089577,0,0,0,0,0,0,0,0,,None,121.753240556457,0,0,1065648.1
121.202608954059,0,0,0,0,0,0,0,0,,None,122.209885420939,0,0,1045715.8
121.207105942893,0,0,0,0,0,0,0,0,,None,122.214382409773,0,0,1032700.2
121.376476522581,0,0,0,0,0,0,0,0,,None,122.383752989461,0,0,1041042.5
121.605315955415,0,0,0,0,0,0,0,0,,None,122.612592422295,0,0,1117710.8
122.451245866034,0,0,0,0,0,0,0,0,,None,123.458522332914,0,0,1058203.1
122.540057647333,0,0,0,0,0,0,0,0,,None,123.547334114213,0,0,1121116.9
122.8054269946,0,0,0,0,0,0,0,0,,None,123.81270346148,0,0,1027074.9
123.188592054087,0,0,0,0,0,0,0,0,,None,124.195868520967,0,0,1028953.1
123.35890663678,0,0,0,0,0,0,0,0,,None,124.36618310366,0,0,1069038.8
123.88125835976,0,0,0,0,0,0,0,0,,None,124.88853482664,0,0,1122157.1
123.894626327135,0,0,0,0,0,0,0,0,,None,124.901902794015,0,0,1102295
123.93200723592,0,0,0,0,0,0,0,0,,None,124.9392837028,0,0,1045024.4
123.937769221862,0,0,0,0,0,0,0,0,,None,124.945045688742,0,0,1052189.1
123.969517144414,0,0,0,0,0,0,0,0,,None,124.976793611294,0,0,1043329.7
123.980667117217,0,0,0,0,0,0,0,0,,None,124.987943584097,0,0,1124163.3
123.989629095359,0,0,0,0,0,0,0,0,,None,124.996905562239,0,0,1147524.6
123.996770077943,0,0,0,0,0,0,0,0,,None,125.004046544823,0,0,1136917.6
124.012589039366,0,0,0,0,0,0,0,0,,None,125.019865506246,0,0,1246663.9
124.015829031465,0,0,0,0,0,0,0,0,,None,125.023105498345,0,0,1030360.3
124.016969028685,0,0,0,0,0,0,0,0,,None,125.024245495565,0,0,1384696.5
124.01754502728,0,0,0,0,0,0,0,0,,None,125.02482149416,0,0,1065432.6
124.018374025259,0,0,0,0,0,0,0,0,,None,125.025650492139,0,0,1068680.8
124.022831014391,0,0,0,0,0,0,0,0,,None,125.030107481271,0,0,1045257.4
124.034555985802,0,0,0,0,0,0,0,0,,None,125.041832452682,0,0,1140667
124.074924887386,0,0,0,0,0,0,0,0,,None,125.082201354266,0,0,1215280.9
124.09209684553,0,0,0,0,0,0,0,0,,None,125.09937331241,0,0,1090563.4
124.094038840797,0,0,0,0,0,0,0,0,,None,125.101315307677,0,0,1063203.8
124.123152769845,0,0,0,0,0,0,0,0,,None,125.130429236725,0,0,1059928
124.12402076773,0,0,0,0,0,0,0,0,,None,125.13129723461,0,0,1197032.1
124.134662741798,0,0,0,0,0,0,0,0,,None,125.141939208678,0,0,1053353.6
124.144831717021,0,0,0,0,0,0,0,0,,None,125.152108183901,0,0,1329867.1
124.190377606066,0,0,0,0,0,0,0,0,,None,125.197654072946,0,0,1218133.9
124.217026541161,0,0,0,0,0,0,0,0,,None,125.224303008041,0,0,1078613.9
124.228350513584,0,0,0,0,0,0,0,0,,None,125.235626980464,0,0,1117783.5
124.311896310191,0,0,0,0,0,0,0,0,,None,125.319172777071,0,0,1029108.1
125.233013075003,0,0,0,0,0,0,0,0,,None,126.240289541883,0,0,1038649.8
125.662539037267,0,0,0,0,0,0,0,0,,None,126.669815504147,0,0,1099782.9
125.831258630431,0,0,0,0,0,0,0,0,,None,126.838535097311,0,0,1058230.4
126.10895896178,0,0,0,0,0,0,0,0,,None,127.11623542866,0,0,1111475.8
126.250464621525,0,0,0,0,0,0,0,0,,None,127.257741088405,0,0,1207175.6
126.646213671596,0,0,0,0,0,0,0,0,,None,127.653490138476,0,0,1031192.3
126.709070520943,0,0,0,0,0,0,0,0,,None,127.716346987823,0,0,1036021.5
127.129068515898,0,0,0,0,0,0,0,0,,None,128.136344982778,0,0,1040639.8
127.34756899412,0,0,0,0,0,0,0,0,,None,128.354845461,0,0,1062944.4
127.80702489937,0,0,0,0,0,0,0,0,,None,128.81430136625,0,0,1082218.3
127.826796852333,0,0,0,0,0,0,0,0,,None,128.834073319213,0,0,1061694.9
127.931871602464,0,0,0,0,0,0,0,0,,None,128.939148069344,0,0,1036487.9
127.956239544542,0,0,0,0,0,0,0,0,,None,128.963516011422,0,0,1037005.7
