Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Intensity,sample,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,nkm,KD-CH2,KD-CO2,KD-H2,KD-O2,KD-H2O,KD-CHO,Ymet,molecular formula,outline,specifics,MSCC
224.056344950135,10,11,5,1,0,0,0,0,CHON,Lignin,225.063621417015,0.448992088291881,1,2389489.5,Altamaha_PP48_000107-3_p08,6.0,1.0,0.0,0.38462,0.5,1.1,0.1,0.0,inf,0.0,0.2,54.6,0.6,225.0,0.06824,0.23526,1.56518,0.25479,0.05111,0.16193,0.2133741035174546,C10H11O5N,PUCs,Lignin-like,Not Matched
224.064475941057,10,12,5,0,1,0,0,0,CHO,Lignin,225.071752407937,0.337339370334755,1,1541874.0,Altamaha_PP48_000107-3_p08,5.0,0.0,0.0,0.33333,0.5,1.2,0.0,0.0,0.0,0.0,-0.2,66.0,0.5,213.0,0.05344,0.23389,1.47062,0.25237,0.05955,0.16446,0.19580678542323898,C(13)10H12O5,PUCs,Lignin-like,POCs
225.003949897217,9,6,7,0,0,0,0,0,CHO,ConHC,226.011226364097,0.55830502106696,2,1252400.8,Altamaha_PP48_000107-3_p08,7.0,0.0,0.0,0.63636,0.77778,0.66667,0.0,0.0,0.0,0.0,0.88889,34.96667,0.77778,226.0,0.12629,0.17848,1.6295,0.19809,0.00645,0.10484,0.2744195220401647,C9H6O7,PPAs,Polyphenol-like,POCs
225.022584876613,10,10,4,0,0,1,0,0,CHOS,Lignin,226.029861343493,0.522744676438148,1,1213746.1,Altamaha_PP48_000107-3_p08,6.0,2.0,0.2,0.42857,0.4,1.0,0.0,0.0,0.0,0.0,0.0,60.3,0.4,226.0,0.02361,0.2813,1.5275,0.30092,0.09629,0.20763,0.20130874466940799,C10H10O4S,PUCs,Lignin-like,POCs
225.040375856946,10,10,6,0,0,0,0,0,CHO,Lignin,226.047652323826,0.379255317391541,1,7289651.5,Altamaha_PP48_000107-3_p08,6.0,0.0,0.0,0.42857,0.6,1.0,0.0,0.0,0.0,0.0,0.2,54.6,0.6,226.0,0.08454,0.22029,1.58802,0.2399,0.03533,0.14663,0.21148726902444087,C10H10O6,PUCs,Lignin-like,POCs
225.076739816758,11,14,5,0,0,0,0,0,CHO,Lignin,226.084016283638,0.474497331080958,1,12210998.0,Altamaha_PP48_000107-3_p08,5.0,0.0,0.0,0.29412,0.45455,1.27273,0.0,0.0,0.0,0.0,-0.36364,70.66364,0.45455,226.0,0.04279,0.2621,1.54655,0.28172,0.07711,0.18843,0.17203477074828494,C11H14O5,PUCs,Lignin-like,POCs
225.113077776613,12,18,4,0,0,0,0,0,CHO,Protein,226.120354243493,0.684691598768463,1,3666232.5,Altamaha_PP48_000107-3_p08,4.0,0.0,0.0,0.2,0.33333,1.5,0.0,0.0,0.0,0.0,-0.83333,84.05,0.33333,226.0,0.00103,0.30391,1.50507,0.32353,0.11888,0.23023,0.14498763681093932,C12H18O4,UAAs,Aliphatic-like,Lipid
226.072022722588,10,13,5,1,0,0,0,0,CHON,Lignin,227.079299189468,0.322986428341268,1,2100863.8,Altamaha_PP48_000107-3_p08,5.0,0.0,0.0,0.23077,0.5,1.3,0.1,0.0,inf,0.0,0.0,60.3,0.6,227.0,0.05489,0.25133,1.56523,0.27103,0.06553,0.17734,0.20493017929394064,C10H13O5N,PUCs,Lignin-like,Not Matched
226.080096713758,10,14,5,0,1,0,0,0,CHO,Lignin,227.087373180638,0.463332949383977,0,1362304.4,Altamaha_PP48_000107-3_p08,4.0,-1.0,0.0,0.2,0.5,1.4,0.0,0.0,0.0,0.0,-0.4,71.7,0.5,215.0,0.04009,0.24995,1.47067,0.26862,0.07396,0.17987,0.1879624960337246,C(13)10H14O5,PUCs,Lignin-like,Lipid
227.019714691076,9,8,7,0,0,0,0,0,CHO,Tannin,228.026991157956,0.0502288944197215,1,1190861.0,Altamaha_PP48_000107-3_p08,6.0,-1.0,0.0,0.45455,0.77778,0.88889,0.0,0.0,0.0,0.0,0.66667,41.3,0.77778,228.0,0.11295,0.19454,1.62955,0.21433,0.00797,0.12025,0.2603271770514549,C9H8O7,PUCs,Tannin-like,POCs
227.055994651787,10,12,6,0,0,0,0,0,CHO,Lignin,228.063271118667,0.513011727270351,1,11490256.0,Altamaha_PP48_000107-3_p08,5.0,-1.0,0.0,0.28571,0.6,1.2,0.0,0.0,0.0,0.0,0.0,60.3,0.6,228.0,0.07119,0.23635,1.58807,0.25614,0.04975,0.16204,0.2030175956387023,C10H12O6,PUCs,Lignin-like,POCs
227.092372612407,11,16,5,0,0,0,0,0,CHO,Lignin,228.099649079287,0.546010541855077,1,10621907.0,Altamaha_PP48_000107-3_p08,4.0,-1.0,0.0,0.17647,0.45455,1.45455,0.0,0.0,0.0,0.0,-0.54545,75.84545,0.45455,228.0,0.02944,0.27816,1.5466,0.29796,0.09152,0.20384,0.16638816558868946,C11H16O5,PUCs,Lignin-like,Lipid
227.12881657297,12,20,4,0,0,0,0,0,CHO,Protein,228.13609303985,0.289697912509346,1,1538902.4,Altamaha_PP48_000107-3_p08,3.0,-1.0,0.0,0.1,0.33333,1.66667,0.0,0.0,0.0,0.0,-1.0,88.8,0.33333,228.0,0.01231,0.31997,1.50512,0.33977,0.1333,0.24563,0.14095616343858786,C12H20O4,UAAs,Aliphatic-like,Lipid
228.051241579725,9,11,6,1,0,0,0,0,CHON,Tannin,229.058518046605,0.519711279161639,1,1344809.5,Altamaha_PP48_000107-3_p08,5.0,-1.0,0.0,0.2,0.66667,1.22222,0.11111,0.0,inf,0.0,0.44444,47.63333,0.77778,229.0,0.0833,0.22558,1.60675,0.24546,0.03817,0.15095,0.25020192658649076,C9H11O6N,PUCs,Lignin-like,Not Matched
228.087604540764,10,15,5,1,0,0,0,0,CHON,Protein,229.094881007644,0.618038933664645,1,1197868.9,Altamaha_PP48_000107-3_p08,4.0,-1.0,0.0,0.07692,0.5,1.5,0.1,0.0,inf,0.0,-0.2,66.0,0.6,229.0,0.04154,0.26739,1.56528,0.28727,0.07994,0.19275,0.20104569600362898,C10H15O5N,N_Ccs,Aliphatic-like,Not Matched
229.035225530628,9,10,7,0,0,0,0,0,CHO,Tannin,230.042501997508,0.655001536567517,1,2364810.3,Altamaha_PP48_000107-3_p08,5.0,-2.0,0.0,0.27273,0.77778,1.11111,0.0,0.0,0.0,0.0,0.44444,47.63333,0.77778,230.0,0.0996,0.21061,1.6296,0.23057,0.02239,0.13566,0.24761151156869377,C9H10O7,PUCs,Tannin-like,POCs
229.050562514361,13,10,4,0,0,0,0,0,CHO,ConHC,230.057838981241,0.303524363545132,1,1238027.8,Altamaha_PP48_000107-3_p08,9.0,5.0,0.55556,0.63636,0.30769,0.76923,0.0,0.0,0.0,0.0,-0.15385,64.68462,0.30769,230.0,0.05824,0.25202,1.58852,0.27198,0.06377,0.17705,0.1515002248148632,C13H10O4,PPAs,Polyphenol-like,POCs
229.071645492004,10,14,6,0,0,0,0,0,CHO,Lignin,230.078921958884,0.50514456153584,1,9671822.0,Altamaha_PP48_000107-3_p08,4.0,-2.0,0.0,0.14286,0.6,1.4,0.0,0.0,0.0,0.0,-0.2,66.0,0.6,230.0,0.05784,0.25242,1.58812,0.27238,0.06417,0.17745,0.19580678542323915,C10H14O6,PUCs,Lignin-like,Lipid
229.108035453426,11,18,5,0,0,0,0,0,CHO,Protein,230.115311920306,0.485704287238607,1,2934417.8,Altamaha_PP48_000107-3_p08,3.0,-2.0,0.0,0.05882,0.45455,1.63636,0.0,0.0,0.0,0.0,-0.72727,81.02727,0.45455,230.0,0.01609,0.29423,1.54665,0.3142,0.10594,0.21925,0.1611004517272444,C11H18O5,UAAs,Aliphatic-like,Lipid
230.075059433636,9,14,6,0,1,0,0,0,CHO,Lignin,231.082335900516,0.247181522130033,0,1261946.1,Altamaha_PP48_000107-3_p08,3.0,-3.0,0.0,0.0,0.66667,1.55556,0.0,0.0,0.0,0.0,-0.22222,66.63333,0.66667,219.0,0.05515,0.24027,1.51224,0.25928,0.06102,0.16889,0.21596510363459703,C(13)9H14O6,UAAs,Aliphatic-like,Not Matched
231.029866436841,12,8,5,0,0,0,0,0,CHO,ConHC,232.037142903721,0.131287510389656,1,1804138.4,Altamaha_PP48_000107-3_p08,9.0,4.0,0.57143,0.68421,0.41667,0.66667,0.0,0.0,0.0,0.0,0.16667,55.55,0.41667,232.0,0.08665,0.22628,1.63004,0.24641,0.03641,0.15067,0.17502243324623387,C12H8O5,PAs,Cond. aromatic-like,POCs
231.033178433401,9,12,5,0,0,1,0,0,CHOS,Lignin,232.040454900281,0.384783847667582,1,2085738.8,Altamaha_PP48_000107-3_p08,4.0,-1.0,0.0,0.09091,0.55556,1.33333,0.0,0.0,0.0,0.0,0.0,60.3,0.55556,232.0,0.02531,0.28769,1.56912,0.30783,0.09777,0.21206,0.22346738495817606,C9H12O5S,PUCs,Lignin-like,Lipid
