Trans name,Altamaha_PP48_000107-2_p08
H2,979
hydrogenation/dehydrogenation,974
C_1H_2O1,843
H4,777
CH6O_1,775
C_1O1,705
H_2C1,617
H_2O1,599
H6,593
C_1H2O,577
C2H_2O_1,563
H_4O1,537
CH_4,537
C1,512
C_1H4O,476
H_6O1,456
O1,450
C_1H_4O2,445
C_1H_2O2,441
methanol (-H2O),435
C2O_1,434
C_2H_2O2,432
CH2,415
C_1H_6O2,402
H8,399
C_2O2,389
C2H2O_1,372
hydroxylation (-H),353
C_2H2O2,340
H2O,330
C2H4O_1,323
C_1O2,313
C1H4,308
condensation/dehydration,286
C3H2O_2,276
C2H6O_1,251
H4O,246
C3H4O_2,245
C_3H_2O3,234
CH6,233
C_1H2O2,227
H_2C1O1,221
C2,216
Formic Acid_(_H2O)_CO,214
ethyl addition (-H2O),212
H10,210
ethyl addition_(_H2O)_C2H4,208
Formic Acid (-H2O),206
C2H2,204
CH_4O,201
H_4O2,198
H_2O2,195
C1H2O1,193
C2H8O_1,193
C2H_2,189
O2,181
C3H2O_1,176
C1H4O1,171
C3H4O_1,170
acetylation_(_H2O)_C2H2O,164
C3O_1,164
C_1H4O2,162
H2O2,161
C2H_2O2,160
C3H6O_1,147
C2H4O1,144
acetylation (-H2O),142
C1H_2O2,140
C2O1,137
CH_2O3,133
C1H2O2,128
acetotacetate_(_H2O)_C4H4O2,128
C1H6O1,128
C3H6,127
C2H8,126
Carboxylation_CO2,126
C3H2,126
C2H_2O,124
C3H4,124
Carboxylation,123
CH_4O2,120
C_1O3,118
C2H6O1,116
H4O2,113
glyoxylate_(_H2O)_C2O2,112
C5H6O1,109
C3H2O1,108
C3,108
O3,107
C1H4O2,107
C4H4O_1,106
C4H6O_1,106
C4H6O1,104
C3H4O1,103
glyoxylate (-H2O),101
H_2O3,101
C4H4,101
O2H6,100
C2H2O2,100
C3H8,100
C4H8O_1,95
C4H2O_1,94
C3H2O2,93
C3H4O2,93
C2H4O2,92
C3H6O1,91
C2H8O,91
C4H2O2,87
C4H4O1,86
C2O3,80
C5H8,79
C5H8O1,78
acetotacetate (-H2O),78
C4H6,78
C3H6O2,77
C4H6O2,76
#N/A-3,75
C4H4O3,75
C4,75
C5H8O_1,72
C4H12O_1,72
C4H8O1,71
C5H4O2,71
C4O3,70
malonyl group (-H2O),69
C5H4O1,68
C4H2,68
C5H10O1,65
C3H6O3,64
C5H4,63
C5H8O2,63
O4,62
C3H4O3,61
C4H2O3,61
C5H6O3,60
erythose (-H2O),60
C3H4O4,59
C5H4O4,58
C2H2O3,58
C6H8O,57
C4H4O4,57
C6H8O3,56
C5H6O2,56
C6H8,56
C2H4O3,56
C5H10O2,55
C6H6O2,55
C6H4O1,54
C5H4O3,54
C4H2O4,53
C5H2O2,53
H2O4,53
C7H10O4,52
C6H10O2,52
C6H4O4,51
C6H4O2,51
C5H8O3,51
C6H14O_1,51
C7H10O1,50
C5H6O4,50
C6H8O4,49
C6H6O3,49
C4H6O4,49
C4H8O3,49
C6H10O1,48
pentose_C5H8O4,48
C6H10O3,48
C7H8O1,48
D-Ribose (-H2O) (ribosylation),47
C12H16O4,47
C8H4O3,46
C6H6O5,46
C6H4,45
C3O3,45
C4H4O5,44
CH2O4,44
C9H10O3,44
C4H8O2,44
C7H4O4,43
C7H6O3,43
C7H6O2,42
C7H8O4,42
C8H8O3,42
C3H2O5,42
C2H6O3,41
C5O5H8,41
C6H14O1,40
C7H4O6,40
C8H12O7,40
C8H8O1,40
C7H4O1,40
C8H8O2,39
C8H12,39
C7H10O3,39
C8H6O3,38
#N/A-2,38
C7H8,38
C6H14,38
C7H4,38
C8H14O4,38
C1H4O3,37
C13H16O3,37
C9H10O2,37
C8H16,36
C6H10O4,36
C5H10O4,36
C7H4O2,36
C7H12O3,36
C11H10O4,35
C7H10O5,35
C12H10O4,35
C7H12O4,35
C8H4O2,35
C6O2,35
C6H8O5,34
C4H8O5,34
C2H6O2,33
C6H6O6,33
C7H6,33
C11H12O3,32
C9H8O1,32
C8H6O2,32
C9H6O3,32
C4H8,32
C1H2O3,31
CH4_O,31
C9H12O1,31
C9H8O2,31
C12H20O3,31
C6H8O6,31
C10H12O3,31
C11H8O4,31
C7H12O6,31
C8H14O1,31
C8H14O6,30
C10H4O5,30
C8H10O1,30
C8H10O_2,29
C10H8O4,29
C6H12O5,29
C10H14O3,29
C9H14O1,29
C7H12O5,29
C8H8,28
C5H10O5,28
C6H12O4,28
C9H6O5,28
C10H12O2,28
Glucuronic Acid (-H2O),28
glucose_C6H12O6,28
C8H6O1,27
C10H18O4,27
C5H6,27
H16,27
C6H10O5,26
C6H6O8,26
H2O3,26
C2H2O4,25
C9H10,25
C9H6O2,25
C10H14O2,25
C9H6O1,25
C12H16O2,24
C10H16O1,24
C2H6O4,24
C9H16O3,24
C2O7,23
CO3,23
C15H22O2,23
C6H12O7,23
C3H8O1,22
C11H8O3,22
C10H14O1,22
C2H4O4,21
C10H18O1,21
C10H10O2,21
C4O8,20
C4H2O,20
C10H16,20
C10H12,20
C6H10O6,20
C10H8O3,20
C12H8O3,19
C13H10O3,19
C14H20O2,19
CH_4O3,19
C12H12O2,19
C11H6O3,19
C10H6O2,19
C10H10,18
C10H12O1,18
C12_C13,18
C10H10O1,17
C2H_6O7,17
C3O,17
C15H18O3,17
malonyl_group_(_H2O)_C3H2O3,17
C12H24O2,16
H_1O_2Cl1,16
C4H10O,16
C14H26O2,16
C4O,15
H5O1N_1,14
C12H22O1,13
C5H9N1,13
C2H1O1Cl1,13
C1H1N1O_1,13
C3O2,13
C10H8O1,12
C14H26O1,12
H_1Cl1O_1,11
C1H1O1N1,11
C3H8O3,11
CH3NO,11
C11H6O1,11
C6H8O2,11
C1H3Cl1,11
Serine,11
C15H22O1,10
H3N_1O1,10
CH5NO_1,10
C1H3N1O_1,10
NH_CH2,10
H_1O1N_1,10
C5H2O3,9
palmitoylation (-H2O),9
C15H28O1,9
C_1H_1N1,9
C1H_1N1O_1,9
N1H_3,9
C15H26O1,9
C2H5N1O2,9
C3H3N1O2,9
#N/A-1,8
H4O3,8
C4O2,8
C10H6O1,8
H_1O2N_1,8
H_3Cl1,8
C6H9N1O4,8
H_1N1,8
H_1N1O2,8
C12H20,8
H1N1,8
CHN_1O,8
CH_1N_1O,7
H_2S1,7
C14H22,7
H1O1N_1,7
H1N1O1,7
C3H6O4,7
H5O_1N1,7
H1Cl1,7
C3H3N1O_1,7
C5H7N_1,7
C11H10,7
C4H7N1,7
C3H7N1O2,7
H1O2N_1,7
C2H5N1O1,7
C4H9O1N1,7
Alanine,7
Alanine_C3H5NO,7
C1H5N1,7
C4H8O4,6
C5H7N1,6
C7H1N_1O1,6
H_1Cl1,6
Glycine_C2H3NO,6
C2H5N,6
secondary amine,6
H3N1,6
C2H5N1,6
H2S,6
C16H24O2,6
CH6O2,6
CH3N,6
C2H3N1O2,6
C1H1N1,6
C5H2O,6
C2H2O2S_1,6
Glycine,6
Threonine_C4H7NO2,6
C3H3N,5
C4H7N1O1,5
C1H_1N1,5
C2H7N1,5
C1H4S1,5
H1O2N1,5
H5N1,5
H_1N1O1,5
C6H7N1O4,5
C7H11O3N1,5
H2O_1S1,5
C3H_1N1O_2,5
H_2S1C1,5
C7H7Cl1,5
C1H3N1O2,5
C7H13N1O2,5
C_1H_5N_1O2,5
C4H9N1,5
C3H7O1N1,5
C5H5N1O1,5
C3H3O3N1,5
C5H11N1O1,5
Proline,5
C15H24,5
C4H7O3N1,5
C12H20O5,5
C16H32O1,5
H3O_1N1,5
C13H10O1,5
C11H18O9,5
C15H16O7,5
C4H6N1O_2P_1,5
Proline_C5H7NO,5
C3H5N1O_1,4
C3H3N_1O4,4
C5H5N1,4
C3H7N1O_1,4
C15H12O7,4
C5H3N1O1,4
C6H7N1,4
C16H28O8,4
C4H4O4S_1,4
C2H3Cl_1O2S1,4
C4H3N1,4
C5H13O_1N1,4
C2H3N1O_2,4
O_1S1,4
C6H11N1O4,4
C13H20O_1,4
C9H7N1O4,4
C2H3N_1O2,4
C4H5N1O2,4
O1S1,4
C2H1N1O2,4
C8H12O8,3
Glutamic Acid,3
C2H3NO_1,3
C_1H1N_1S1,3
C12H20O9,3
C5H7N1O4,3
O_1H4N2,3
CHN_1O2,3
C7H1N1O3,3
C2HN_1O,3
C10H16O8,3
2ndIP,3
Isoleucine,3
C11H12O6,3
Valine,3
C2H5O_1N1,3
Threonine,3
C16H28,3
C6H9N1O3,3
C2H3N,3
C6H3N1,3
Isoleucine_C6H11NO,3
C4H3O2N1,3
Glutamic_Acid_C5H7NO3,3
C2H7O1N1,3
C5H3Cl1O2,3
C6H5Cl1,3
C6H5N1O_1,3
C3H7N1,3
C7H5N1O2,3
C6H4O3,3
C6H9O2P_1,3
C13H16O2P_2S_1,3
C4H6O1S1,3
C3H3N1O1,3
O2S1,3
C6H5N1,3
C1H4O1S1,3
C5H5N_1O1,3
C3H8O4,3
S1,3
Valine_C5H9NO,3
C9H9N1O3,2
C5H3N1,2
Aspartic_Acid_C4H5NO3,2
C18H26,2
H1O3P1,2
Tyrosine,2
C9H11N1O2,2
C5H7N1O2,2
C6H3N1O2,2
Aspartic Acid,2
C_1H1N1O_2S1,2
C8H13N1O4,2
C7H12O1S1,2
sulfate (-H2O),2
C5H3O2N1,2
C4H5N1,2
C15H30O_1,2
C6H5N1O1,2
C1H5O2P1,2
H2O2S1,2
Tyrosine_C9H9NO2,2
H2N_1O4P1,2
H2O3S1,2
C6H11O_1N1,2
C15H16O8,2
C12H20O8,2
C8H13O2N1,2
C6H9O2N1,2
C5H5O3N1,2
C2H7N1O_1,2
C8H5N1O2,2
C9H11N1O1,2
C8H15N1O2,2
N2,2
C7H8O3,2
C2H2O4S1,2
C_1H1O2P1,2
C16H20O3,2
C18H30O7,2
C1H4O_1S1,2
C5H1N1O3,2
C18H12O6,1
C8H11N1O6,1
Phenylalanine,1
C5H3Cl1O_2,1
C6H4N2,1
C12H20O10,1
C17H12O7,1
C14H8O2,1
C6H3N1O1,1
C3H6N1O2,1
C16H10O7,1
C4H10N2O_1,1
C10H15O6N1,1
C10H12N5O3,1
O3S1,1
C18H24,1
C15H24O3,1
C19H26O1,1
Na_H,1
SO42-,1
C14H15O5N1,1
C4H4N2O1,1
C15H8O6,1
C16H12O5,1
H3O4P1,1
C7H7O_1N1,1
C17H18O5,1
C10H9N1,1
C3H1N3O2,1
glcnac_C8H13N1O5,1
C5H9N1O3,1
C7H5N1O1,1
C4H5N1O_1,1
C8H13N1,1
H1C1O5P1,1
C2H5O4P1,1
C5H6N2O2,1
C6H10N2O1,1
C3H2N2O_1,1
C10H7N1O1,1
C6H11N1O2,1
C4H9N1O_2,1
C8H7N1,1
C5H13N1O2P1,1
C8H9N1O1,1
guanine_(_H)_C5H4N5O,1
C_4H1N2O1P1,1
C4H9O3P1,1
C4H4N1P_1,1
C3H1N1O_1,1
H2O_1Cl1N1,1
H_1S1,1
C10H10N2O_1,1
C7H5N1O_3,1
H2N2O_1,1
C9H15N1O4,1
C4H9O6P1,1
guanine (-H),1
uracil (-H),1
Inorganic Phosphate,1
C9H13O2N3,1
C9H9N1O4,1
phosphate,1
C6H7O1N1,1
C2H6S1,1
C10H7N1O3,1
C10H11O_1N5,1
C4H3F1N2O1,1
C9H13N1O2,1
C1H2N2O1,1
C_2N_1O1P1,1
C5H10N2O1,1
C8H5N1,1
C7H13N1O4,1
C9H5N1O3,1
C5H8O1S1,1
C8H8O_1N2,1
C8H15N1O3,1
C5H12O1N2,1
C17H22O9,1
