sample,MLBl,NeutralMass.mean,DBE.mean,DBEO.mean,AI.mean,AImod.mean,O_C.mean,H_C.mean,N_C.mean,P_C.mean,NOSC.mean,GFE.mean,PI.mean,nkm.mean,KD-CH2.mean,KD-CO2.mean,KD-H2.mean,KD-O2.mean,KD-H2O.mean,KD-CHO.mean,Ymet.mean,NeutralMass.se,DBE.se,DBEO.se,AI.se,AImod.se,O_C.se,H_C.se,N_C.se,P_C.se,NOSC.se,GFE.se,PI.se,nkm.se,KD-CH2.se,KD-CO2.se,KD-H2.se,KD-O2.se,KD-H2O.se,KD-CHO.se,Ymet.se
Altamaha_PP48_000107-4_p08,0.1776975531488167,405.8649894722603,8.791724950291146,-0.47322949017986765,0.06173550543421781,0.26960179816461227,0.5091360466982485,1.1923854357418469,0.0035762108306884675,0.012104143465740506,-0.21881850709509662,66.53632705174135,0.5127122580227079,404.0510706608412,0.13987838337098368,0.42521320359710757,2.8259934023164766,0.4576921230646598,0.1194513941189359,0.303249082341077,0.1104433922597078,0.0017083794089656767,3.7210038326567056e-05,1.2011806933040478e-05,4.09263860409807e-07,1.3224342732447357e-06,2.455491363425356e-06,5.539472597510605e-06,3.725462833899876e-08,1.0362784410951083e-07,2.4552755902512293e-06,0.0003009550885554738,2.4526032404875788e-06,0.0017085630432855034,5.687494026292014e-07,1.8531318657586457e-06,1.1824903124531359e-05,2.003624874433823e-06,5.116306554495051e-07,1.2932382846424064e-06,5.341965793548492e-07
