Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Intensities,sample,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,nkm,KD-CH2,KD-CO2,KD-H2,KD-O2,KD-H2O,KD-CHO,Ymet,molecular formula,outline,specifics,MSCC
205.050574284985,11,10,4,0,0,0,0,0,CHO,Lignin,206.057850751865,0.281753571149011,1,4118514.8,Altamaha_SW48_000107-4_p08,7.0,3.0,0.42857,0.55556,0.36364,0.90909,0.0,0.0,0.0,0.0,-0.18182,65.48182,0.36364,206.0,0.05062,0.22727,1.42123,0.24515,0.05866,0.16012,0.1782968531766994,C11H10O4,PPAs,Polyphenol-like,POCs
205.05400428159,8,14,4,0,0,1,0,0,CHOS,Protein,206.06128074847,-0.0054385278821505,1,1423346.9,Altamaha_SW48_000107-4_p08,2.0,-2.0,0.0,0.0,0.5,1.75,0.0,0.0,0.0,0.0,-0.5,74.55,0.5,206.0,0.01071,0.28868,1.36031,0.30657,0.12002,0.22152,0.22847290362800018,C8H14O4S,UAAs,Aliphatic-like,Lipid
205.086958248981,12,14,3,0,0,0,0,0,CHO,Lignin,206.094234715861,0.289187316406474,1,2113269.0,Altamaha_SW48_000107-4_p08,6.0,3.0,0.33333,0.42857,0.25,1.16667,0.0,0.0,0.0,0.0,-0.66667,79.3,0.25,206.0,0.00887,0.26908,1.37975,0.28696,0.10043,0.20192,0.14925650750796782,C12H14O3,PUCs,Lignin-like,POCs
205.123356212976,13,18,2,0,0,0,0,0,CHO,Lignin,206.130632679856,0.228700332950147,1,1184759.5,Altamaha_SW48_000107-4_p08,5.0,3.0,0.27273,0.33333,0.15385,1.38462,0.0,0.0,0.0,0.0,-1.07692,90.99231,0.15385,206.0,0.03288,0.31089,1.33828,0.32877,0.14221,0.24371,0.12846474599230542,C13H18O2,PUCs,Lignin-like,Lipid
207.011991360563,10,8,3,0,0,1,0,0,CHOS,Lignin,208.019267827443,0.706596359770543,1,1181294.1,Altamaha_SW48_000107-4_p08,7.0,4.0,0.5,0.6,0.3,0.8,0.0,0.0,0.0,0.0,0.0,60.3,0.3,208.0,0.01809,0.26254,1.40223,0.28059,0.09226,0.19473,0.20130874466940799,C10H8O3S,PPAs,Polyphenol-like,POCs
207.029859343186,10,8,5,0,0,0,0,0,CHO,Lignin,208.037135810066,0.180531395323541,1,3406703.0,Altamaha_SW48_000107-4_p08,7.0,2.0,0.4,0.6,0.5,0.8,0.0,0.0,0.0,0.0,0.2,54.6,0.5,208.0,0.07903,0.20152,1.46275,0.21957,0.0313,0.13373,0.21148726902444082,C10H8O5,PPAs,Polyphenol-like,POCs
207.033124340011,7,12,5,0,0,1,0,0,CHOS,Carb,208.040400806891,0.689187335035618,1,1128367.4,Altamaha_SW48_000107-4_p08,2.0,-3.0,0.0,0.0,0.71429,1.71429,0.0,0.0,0.0,0.0,0.0,60.3,0.71429,208.0,0.01769,0.26294,1.40183,0.28099,0.09266,0.19513,0.28655022106271894,C7H12O5S,UAAs,Carbohydrate-like,Not Matched
207.066237307816,11,12,4,0,0,0,0,0,CHO,Lignin,208.073513774696,0.216745050505591,1,3738737.3,Altamaha_SW48_000107-4_p08,6.0,2.0,0.28571,0.44444,0.36364,1.09091,0.0,0.0,0.0,0.0,-0.36364,70.66364,0.36364,208.0,0.03727,0.24333,1.42128,0.26139,0.07307,0.17553,0.17203477074828497,C11H12O4,PUCs,Lignin-like,POCs
207.102624272449,12,16,3,0,0,0,0,0,CHO,Lignin,208.109900739329,0.209699640741089,1,1522803.4,Altamaha_SW48_000107-4_p08,5.0,2.0,0.22222,0.33333,0.25,1.33333,0.0,0.0,0.0,0.0,-0.83333,84.05,0.25,208.0,0.00448,0.28514,1.3798,0.3032,0.11485,0.21733,0.14498763681093932,C12H16O3,PUCs,Lignin-like,Lipid
208.097905309513,11,15,3,1,0,0,0,0,CHON,Lignin,209.105181776393,0.0553626035461393,1,1957035.6,Altamaha_SW48_000107-4_p08,5.0,2.0,0.14286,0.29412,0.27273,1.36364,0.09091,0.0,inf,0.0,-0.54545,75.84545,0.36364,209.0,0.00762,0.27437,1.39848,0.29252,0.10327,0.20623,0.16755386006766615,C11H15O3N,PUCs,Lignin-like,Not Matched
